phen	h2.obs	h2.latent	ascertained	p	locus	chr	start	stop	fdr_within_pheno
psa	0.00071787	0.00149228	FALSE	0.107711	207	2	4016105	4766969	0.171932290163934
crohn	0.000172825	0.000299281	FALSE	0.309264	207	2	4016105	4766969	0.332001814512254
uc	0.000884964	0.00159772	FALSE	0.00654268	207	2	4016105	4766969	0.0156170926956522
cad	4.88597e-05	9.48521e-05	FALSE	0.0446931	207	2	4016105	4766969	0.0638831998125
psoriasis	0.00013344	0.000466786	FALSE	0.172758	208	2	4766970	5568653	0.213476704805492
psa	0.000785342	0.00163253	FALSE	0.0849281	208	2	4766970	5568653	0.144671248558952
crohn	0.00176021	0.00304815	FALSE	2.09285e-05	208	2	4766970	5568653	0.000118547916962025
uc	0.000588661	0.00106278	FALSE	0.0398674	208	2	4766970	5568653	0.0646116681918819
cad	3.23076e-05	6.27193e-05	FALSE	0.11745	208	2	4766970	5568653	0.14402581769437
psoriasis	0.000552659	0.00193326	FALSE	0.000966411	209	2	5568654	6306606	0.00307883150442478
psa	0.00125294	0.00260455	FALSE	0.0290251	209	2	5568654	6306606	0.0674019625298329
crohn	0.000660518	0.00114382	FALSE	0.0601227	209	2	5568654	6306606	0.0885392958470666
uc	0.000274624	0.00049581	FALSE	0.217496	209	2	5568654	6306606	0.253514445859873
cad	0.000229617	0.000445759	FALSE	6.02224e-10	209	2	5568654	6306606	1.06766378914729e-08
psoriasis	0.000318703	0.00111485	FALSE	0.0327065	210	2	6306607	7108208	0.0564178898643256
psa	0.00130578	0.00271441	FALSE	0.0259554	210	2	6306607	7108208	0.0624341265760198
crohn	0.000575282	0.000996217	FALSE	0.088466	210	2	6306607	7108208	0.118841277209862
uc	0.00116012	0.0020945	FALSE	0.00194191	210	2	6306607	7108208	0.0059146107628294
cad	0.000181491	0.00035233	FALSE	3.68023e-07	210	2	6306607	7108208	2.98464042907801e-06
psoriasis	0.000319379	0.00111722	FALSE	0.0190657	211	2	7108209	7966709	0.0358103582608696
psa	0.000569029	0.00118287	FALSE	0.155458	211	2	7108209	7966709	0.221789785923754
crohn	0.000946021	0.00163823	FALSE	0.00899259	211	2	7108209	7966709	0.0187892344672897
uc	0.000236177	0.000426396	FALSE	0.225416	211	2	7108209	7966709	0.261858193548387
cad	5.61522e-05	0.000109009	FALSE	0.0256255	211	2	7108209	7966709	0.0396519069688769
psoriasis	0.000408901	0.00143037	FALSE	0.0172858	212	2	7966710	8978798	0.03310080425155
psa	0.00367271	0.00763466	FALSE	2.10216e-06	212	2	7966710	8978798	7.71849690566038e-05
crohn	0.000728975	0.00126237	FALSE	0.0581653	212	2	7966710	8978798	0.0863971277925532
uc	0.00112953	0.00203927	FALSE	0.00403334	212	2	7966710	8978798	0.010582096344086
cad	5.94917e-05	0.000115492	FALSE	0.042067	212	2	7966710	8978798	0.0606220724637681
psoriasis	0.000429219	0.00150145	FALSE	0.0044374	213	2	8978799	9960670	0.0109540388571429
crohn	0.001444	0.00250058	FALSE	0.000414168	213	2	8978799	9960670	0.0014502371661442
uc	0.000669218	0.00120821	FALSE	0.0290575	213	2	8978799	9960670	0.0504828085443038
cad	0.000108734	0.000211086	FALSE	0.000328068	213	2	8978799	9960670	0.00103631424861878
psoriasis	0.000596241	0.00208571	FALSE	0.000378631	214	2	9960671	10611654	0.00142481351916376
psa	0.000734937	0.00152775	FALSE	0.119104	214	2	9960671	10611654	0.184248146263911
crohn	0.00030045	0.000520289	FALSE	0.222462	214	2	9960671	10611654	0.251635497721519
uc	0.00138253	0.00249604	FALSE	0.00026935	214	2	9960671	10611654	0.00116665207100592
cad	1.37862e-05	2.67634e-05	FALSE	0.309722	214	2	9960671	10611654	0.324472313644689
psoriasis	0.000317203	0.00110961	FALSE	0.0298748	215	2	10611655	11230349	0.0525057510170871
psa	0.000735109	0.00152811	FALSE	0.12227	215	2	10611655	11230349	0.187204893784422
crohn	0.000275488	0.000477062	FALSE	0.243382	215	2	10611655	11230349	0.271721833083458
uc	0.000850125	0.00153483	FALSE	0.0133512	215	2	10611655	11230349	0.0271725998146432
cad	3.53465e-05	6.86187e-05	FALSE	0.12272	215	2	10611655	11230349	0.149112642781316
psoriasis	0.000645917	0.00225948	FALSE	0.000129849	216	2	11230350	11995765	0.000592967949260042
psa	0.000572874	0.00119086	FALSE	0.168263	216	2	11230350	11995765	0.23458500286533
crohn	0.00260453	0.00451026	FALSE	3.14068e-08	216	2	11230350	11995765	4.4081706875e-07
uc	0.00253891	0.00458378	FALSE	1.737e-09	216	2	11230350	11995765	5.22527671232877e-08
cad	6.36669e-05	0.000123597	FALSE	0.0193091	216	2	11230350	11995765	0.031186378319209
psoriasis	0.000435561	0.00152364	FALSE	0.00879507	217	2	11995766	12732506	0.0191312700906344
psa	0.0017349	0.00360644	FALSE	0.00779168	217	2	11995766	12732506	0.0266478194727592
crohn	0.000943962	0.00163466	FALSE	0.0205351	217	2	11995766	12732506	0.0368773419614148
uc	0.0016234	0.0029309	FALSE	9.03777e-05	217	2	11995766	12732506	0.000507594448081841
cad	0.000130621	0.000253577	FALSE	0.000158643	217	2	11995766	12732506	0.000558179293846154
psoriasis	0.000304394	0.0010648	FALSE	0.0126057	218	2	12732507	13625450	0.0256145926622766
psa	0.000838545	0.00174313	FALSE	0.0501689	218	2	12732507	13625450	0.0997228594484168
cad	3.25445e-05	6.31791e-05	FALSE	0.0881221	218	2	12732507	13625450	0.112652455394075
psoriasis	0.000310186	0.00108506	FALSE	0.0221489	219	2	13625451	14692120	0.0405781374045801
crohn	0.000660929	0.00114453	FALSE	0.0440542	219	2	13625451	14692120	0.0692590308233638
uc	0.000966152	0.0017443	FALSE	0.00344428	219	2	13625451	14692120	0.00939582469565218
psoriasis	0.000491737	0.00172014	FALSE	0.000574369	220	2	14692121	15721703	0.002017296
psa	0.000201748	0.000419385	FALSE	0.333104	220	2	14692121	15721703	0.377311050058207
crohn	2.02825e-05	3.51233e-05	FALSE	0.456768	220	2	14692121	15721703	0.461215508359693
uc	0.000409384	0.000739107	FALSE	0.0892787	220	2	14692121	15721703	0.124164677137429
cad	2.0103e-05	3.90262e-05	FALSE	0.204585	220	2	14692121	15721703	0.22823702195122
psoriasis	0.00101574	0.00355314	FALSE	3.68137e-06	221	2	15721704	17241115	2.91273230769231e-05
psa	0.00306275	0.00636671	FALSE	0.000172967	221	2	15721704	17241115	0.00161823933653846
crohn	0.00325186	0.00563124	FALSE	2.29708e-08	221	2	15721704	17241115	3.32812672258065e-07
uc	0.000841232	0.00151877	FALSE	0.0341058	221	2	15721704	17241115	0.0569269230068337
cad	0.000244228	0.000474124	FALSE	1.43681e-08	221	2	15721704	17241115	1.73861612169312e-07
psoriasis	0.000283803	0.000992769	FALSE	0.0551742	222	2	17241116	18656325	0.0861100231213873
psa	0.00116684	0.00242557	FALSE	0.0472525	222	2	17241116	18656325	0.0962862460732984
crohn	0.00124851	0.00216204	FALSE	0.00439335	222	2	17241116	18656325	0.0104634796375267
uc	0.000526677	0.000950869	FALSE	0.0901655	222	2	17241116	18656325	0.125160201011378
cad	0.00015682	0.000304436	FALSE	1.31781e-05	222	2	17241116	18656325	6.38523616525424e-05
psoriasis	0.00044198	0.00154609	FALSE	0.01098	223	2	18656326	20064517	0.0229591481122943
psa	0.00112054	0.00232933	FALSE	0.0625059	223	2	18656326	20064517	0.116287267112811
crohn	0.00179598	0.00311011	FALSE	0.000257093	223	2	18656326	20064517	0.000973467393220339
uc	0.00218321	0.00394159	FALSE	1.83197e-06	223	2	18656326	20064517	2.06308006153846e-05
cad	0.000325976	0.000632822	FALSE	3.75406e-14	223	2	18656326	20064517	1.48026469310345e-12
psoriasis	0.000680502	0.00238046	FALSE	0.000196705	224	2	20064518	21084898	0.000841352079207921
psa	0.000459992	0.000956211	FALSE	0.238426	224	2	20064518	21084898	0.296660483375959
crohn	0.00127877	0.00221444	FALSE	0.00347767	224	2	20064518	21084898	0.00874900313063063
uc	0.000175771	0.000317339	FALSE	0.311873	224	2	20064518	21084898	0.341412317048853
cad	0.000113605	0.000220544	FALSE	0.000708681	224	2	20064518	21084898	0.00197412112911084
psoriasis	1.09107e-05	3.81667e-05	FALSE	0.451715	225	2	21084899	22429640	0.458507706766917
crohn	0.000148311	0.00025683	FALSE	0.328412	225	2	21084899	22429640	0.349149117982873
uc	0.000576582	0.00104097	FALSE	0.0427557	225	2	21084899	22429640	0.0682847397818182
cad	0.000272292	0.000528604	FALSE	3.58196e-14	225	2	21084899	22429640	1.43718289824561e-12
crohn	0.00106778	0.00184908	FALSE	0.00769438	226	2	22429641	23538527	0.016640120929332
uc	0.000244372	0.000441193	FALSE	0.240063	226	2	22429641	23538527	0.274715137050547
cad	9.30704e-05	0.000180679	FALSE	0.0024175	226	2	22429641	23538527	0.00535738614341085
psoriasis	9.92805e-05	0.000347293	FALSE	0.227916	227	2	23538528	24669224	0.267118046663049
psa	0.000593302	0.00123333	FALSE	0.134622	227	2	23538528	24669224	0.200363668449198
crohn	0.000606554	0.00105037	FALSE	0.048668	227	2	23538528	24669224	0.074982284137931
uc	0.000436557	0.000788166	FALSE	0.082698	227	2	23538528	24669224	0.116714085549133
cad	8.28807e-05	0.000160897	FALSE	0.00200417	227	2	23538528	24669224	0.00457895783216783
psoriasis	0.000846591	0.00296146	FALSE	2.36992e-07	228	2	24669225	25895394	2.95897526011561e-06
psa	0.000601476	0.00125032	FALSE	0.130535	228	2	24669225	25895394	0.196306885625966
crohn	0.00272793	0.00472396	FALSE	6.3536e-10	228	2	24669225	25895394	1.612948e-08
uc	0.000997057	0.0018001	FALSE	0.00176151	228	2	24669225	25895394	0.00548691625531915
cad	8.78041e-05	0.000170455	FALSE	0.0011912	228	2	24669225	25895394	0.00304329252232143
psa	0.00108049	0.00224608	FALSE	0.0268203	229	2	25895395	26894102	0.0638828687882497
crohn	0.000391603	0.00067814	FALSE	0.129465	229	2	25895395	26894102	0.163219418735892
uc	0.000421324	0.000760663	FALSE	0.0866776	229	2	25895395	26894102	0.121315493690249
cad	8.3573e-05	0.000162241	FALSE	0.00167678	229	2	25895395	26894102	0.00396599383660807
psoriasis	0.00028215	0.000986987	FALSE	0.047939	230	2	26894103	28819510	0.0769875390334573
psa	8.1243e-05	0.000168884	FALSE	0.433876	230	2	26894103	28819510	0.449285855319149
crohn	0.00333153	0.00576921	FALSE	9.47426e-11	230	2	26894103	28819510	3.11257306470588e-09
uc	0.000680104	0.00122787	FALSE	0.0375473	230	2	26894103	28819510	0.0614410363636364
cad	8.38156e-05	0.000162712	FALSE	0.00586478	230	2	26894103	28819510	0.0112240601338912
psoriasis	0.00013435	0.00046997	FALSE	0.189089	231	2	28819511	29627932	0.230058243243243
psa	0.000724	0.00150502	FALSE	0.11821	231	2	28819511	29627932	0.183296143426295
crohn	0.000773676	0.00133978	FALSE	0.0316719	231	2	28819511	29627932	0.0527235652757079
uc	0.00082379	0.00148728	FALSE	0.013318	231	2	28819511	29627932	0.027155364902507
cad	3.3628e-05	6.52824e-05	FALSE	0.126181	231	2	28819511	29627932	0.152282821635884
psa	0.000443569	0.000922071	FALSE	0.234298	232	2	29627933	30575619	0.292646924261874
crohn	0.00152676	0.0026439	FALSE	0.000476942	232	2	29627933	30575619	0.00163669497388633
uc	0.000204985	0.000370083	FALSE	0.275966	232	2	29627933	30575619	0.30825093387589
cad	6.30057e-05	0.000122314	FALSE	0.0247875	232	2	29627933	30575619	0.0386428169734151
psoriasis	0.000183891	0.000643267	FALSE	0.13639	233	2	30575620	31457418	0.175976243291592
psa	0.00239862	0.00498615	FALSE	0.000490029	233	2	30575620	31457418	0.0035715222247191
uc	0.000736005	0.00132879	FALSE	0.0305017	233	2	30575620	31457418	0.0521258624124514
cad	1.95967e-05	3.80434e-05	FALSE	0.258672	233	2	30575620	31457418	0.279180209532799
psoriasis	0.000181866	0.000636185	FALSE	0.133549	234	2	31457419	33123604	0.173461118460613
psa	0.000369437	0.00076797	FALSE	0.269991	234	2	31457419	33123604	0.324576233189389
crohn	0.000557759	0.000965872	FALSE	0.092576	234	2	31457419	33123604	0.123324259988074
uc	0.00086306	0.00155818	FALSE	0.0127897	234	2	31457419	33123604	0.0262242588235294
cad	6.85842e-05	0.000133143	FALSE	0.0169503	234	2	31457419	33123604	0.027808705954089
psoriasis	0.000326079	0.00114065	FALSE	0.0270211	235	2	33123605	33735318	0.0481564158415842
psa	0.00155558	0.00323367	FALSE	0.00992235	235	2	33123605	33735318	0.0318353738056013
crohn	0.0017926	0.00310424	FALSE	6.03181e-05	235	2	33123605	33735318	0.000293935021350763
uc	0.000444653	0.000802781	FALSE	0.109146	235	2	33123605	33735318	0.147226422604423
cad	2.49279e-05	4.83929e-05	FALSE	0.198488	235	2	33123605	33735318	0.222629747915645
psoriasis	9.65809e-05	0.000337849	FALSE	0.225915	236	2	33735319	34239776	0.264923648208469
crohn	0.000302795	0.000524351	FALSE	0.182393	236	2	33735319	34239776	0.216162314058355
uc	0.000619187	0.00111789	FALSE	0.0253152	236	2	33735319	34239776	0.0453813707755102
cad	5.18442e-05	0.000100646	FALSE	0.0257187	236	2	33735319	34239776	0.0397423425
psoriasis	0.000195471	0.000683777	FALSE	0.0638722	237	2	34239777	34890558	0.0960751754874652
psa	0.000646693	0.00134432	FALSE	0.0955537	237	2	34239777	34890558	0.1574491957663
crohn	9.80682e-05	0.000169825	FALSE	0.360334	237	2	34239777	34890558	0.378105286989197
cad	4.54192e-05	8.81729e-05	FALSE	0.0333314	237	2	34239777	34890558	0.0499534153342071
psoriasis	4.03609e-05	0.000141186	FALSE	0.348296	238	2	34890559	35609257	0.37410211834908
psa	0.00164159	0.00341247	FALSE	0.00100392	238	2	34890559	35609257	0.00604838489164087
uc	0.000167959	0.000303236	FALSE	0.251947	238	2	34890559	35609257	0.285930548837209
cad	2.27832e-05	4.42294e-05	FALSE	0.152322	238	2	34890559	35609257	0.177282653435115
psa	0.000185981	0.000386609	FALSE	0.320079	239	2	35609258	36120743	0.367044038892163
uc	7.81394e-05	0.000141074	FALSE	0.359512	239	2	35609258	36120743	0.380843392185239
cad	2.70872e-05	5.25848e-05	FALSE	0.106522	239	2	35609258	36120743	0.133634566099835
psoriasis	3.98351e-05	0.000139347	FALSE	0.385076	240	2	36120744	36867389	0.402207040618955
psa	0.000313714	0.000652135	FALSE	0.294089	240	2	36120744	36867389	0.344757345783133
crohn	0.00133244	0.00230738	FALSE	0.00139453	240	2	36120744	36867389	0.00403546634715026
uc	0.000701745	0.00126694	FALSE	0.0292941	240	2	36120744	36867389	0.0508536313043478
cad	6.3002e-06	1.22307e-05	FALSE	0.400412	240	2	36120744	36867389	0.408084778966132
psoriasis	0.000133626	0.000467436	FALSE	0.18448	241	2	36867390	37603360	0.225382805429864
psa	0.000312008	0.000648589	FALSE	0.287057	241	2	36867390	37603360	0.338832802424242
crohn	0.000341907	0.00059208	FALSE	0.184138	241	2	36867390	37603360	0.217478483086681
uc	0.0015563	0.00280976	FALSE	3.52279e-05	241	2	36867390	37603360	0.000231618168862275
cad	9.79806e-05	0.000190211	FALSE	0.000998518	241	2	36867390	37603360	0.00264920030858469
psoriasis	0.00039078	0.00136698	FALSE	0.0243394	242	2	37603361	38887393	0.0439942292887029
psa	0.00264871	0.00550602	FALSE	0.000560867	242	2	37603361	38887393	0.00395582458483754
crohn	0.000934795	0.00161879	FALSE	0.0320409	242	2	37603361	38887393	0.0531398445434298
uc	0.00329857	0.00595529	FALSE	8.43303e-11	242	2	37603361	38887393	3.56133343846154e-09
cad	0.000190443	0.000369709	FALSE	1.82238e-06	242	2	37603361	38887393	1.19420718051576e-05
psoriasis	0.000331379	0.0011592	FALSE	0.0119763	243	2	38887394	40087418	0.0246135185537583
psa	0.0026384	0.00548459	FALSE	1.39356e-05	243	2	38887394	40087418	0.000265869388235294
crohn	0.000834157	0.00144451	FALSE	0.012978	243	2	38887394	40087418	0.0252331174934726
uc	0.000885823	0.00159928	FALSE	0.00413185	243	2	38887394	40087418	0.0107948675386445
cad	7.14087e-05	0.000138627	FALSE	0.00546318	243	2	38887394	40087418	0.0105942469458545
psoriasis	0.000193102	0.000675489	FALSE	0.114526	244	2	40087419	40786176	0.153291789473684
psa	0.00256866	0.00533961	FALSE	0.000131656	244	2	40087419	40786176	0.00128745013065327
crohn	0.00170417	0.00295111	FALSE	0.000112163	244	2	40087419	40786176	0.000488444721247563
uc	0.00105642	0.00190727	FALSE	0.00326847	244	2	40087419	40786176	0.00902837750943396
cad	0.00010685	0.000207429	FALSE	0.000678812	244	2	40087419	40786176	0.00190717818673219
psoriasis	7.03771e-05	0.000246186	FALSE	0.273922	245	2	40786177	41540439	0.308483587069864
psa	0.00123427	0.00256574	FALSE	0.0102221	245	2	40786177	41540439	0.0322543980551054
crohn	0.000703493	0.00121824	FALSE	0.0201455	245	2	40786177	41540439	0.0362651466559226
uc	0.000407559	0.000735812	FALSE	0.0783576	245	2	40786177	41540439	0.111518658198315
cad	1.43025e-05	2.77656e-05	FALSE	0.259637	245	2	40786177	41540439	0.279843872761546
psoriasis	0.000156323	0.000546832	FALSE	0.144801	246	2	41540440	42307418	0.185510177935943
psa	0.000629863	0.00130933	FALSE	0.138842	246	2	41540440	42307418	0.204841949962092
crohn	0.000422943	0.00073241	FALSE	0.133218	246	2	41540440	42307418	0.16710219651881
uc	0.000312926	0.00056496	FALSE	0.170625	246	2	41540440	42307418	0.210512678270634
cad	3.92735e-05	7.62422e-05	FALSE	0.0844919	246	2	41540440	42307418	0.10887549375
psoriasis	0.000649152	0.00227079	FALSE	9.96274e-05	247	2	42307419	43295776	0.000472577816593887
psa	0.000162887	0.000338602	FALSE	0.37715	247	2	42307419	43295776	0.411368047058824
crohn	0.00153009	0.00264966	FALSE	0.000269214	247	2	42307419	43295776	0.00101249844444444
uc	0.000503939	0.000909817	FALSE	0.0755046	247	2	42307419	43295776	0.108442185480706
cad	9.49379e-05	0.000184304	FALSE	0.00145594	247	2	42307419	43295776	0.00359194690399137
psoriasis	0.000550299	0.001925	FALSE	0.000496069	248	2	43295777	44104110	0.00180186402684564
psa	0.000919187	0.00191076	FALSE	0.062314	248	2	43295777	44104110	0.116041190430622
crohn	0.00315588	0.00546504	FALSE	4.57464e-11	248	2	43295777	44104110	1.67536815737705e-09
uc	0.00167691	0.00302752	FALSE	8.99926e-06	248	2	43295777	44104110	7.29238928413284e-05
cad	0.000382649	0.000742842	FALSE	8.99929e-22	248	2	43295777	44104110	8.57557342916667e-20
psoriasis	0.000307248	0.00107478	FALSE	0.0327276	249	2	44104111	45189468	0.0564178898643256
crohn	6.16795e-05	0.00010681	FALSE	0.424082	249	2	44104111	45189468	0.433274442615455
cad	4.33284e-05	8.41141e-05	FALSE	0.0791094	249	2	44104111	45189468	0.103090141196581
psoriasis	0.000474206	0.00165882	FALSE	0.00467334	250	2	45189469	45850047	0.011457905107832
psa	0.00130009	0.00270256	FALSE	0.0301074	250	2	45189469	45850047	0.0689282357647059
crohn	0.000457793	0.000792761	FALSE	0.14484	250	2	45189469	45850047	0.179066164914222
cad	0.000128797	0.000250034	FALSE	0.00016354	250	2	45189469	45850047	0.000573644141104294
psoriasis	0.00101086	0.00353607	FALSE	2.13722e-06	251	2	45850048	46499326	1.83451714285714e-05
psa	0.00165357	0.00343737	FALSE	0.0179991	251	2	45850048	46499326	0.0483120670344828
crohn	0.00294245	0.00509545	FALSE	1.41037e-07	251	2	45850048	46499326	1.61577773333333e-06
uc	0.00174079	0.00314284	FALSE	0.000136185	251	2	45850048	46499326	0.000693879953596288
cad	0.00023123	0.00044889	FALSE	2.97875e-08	251	2	45850048	46499326	3.29101509661836e-07
psoriasis	0.000215392	0.000753461	FALSE	0.114564	252	2	46499327	47320114	0.153291789473684
psa	0.000939724	0.00195346	FALSE	0.0916914	252	2	46499327	47320114	0.152253744880546
uc	0.000570778	0.00103049	FALSE	0.0802139	252	2	46499327	47320114	0.113765984506133
cad	0.00015701	0.000304805	FALSE	1.97462e-05	252	2	46499327	47320114	8.91384187376726e-05
psoriasis	0.000648145	0.00226727	FALSE	0.000300611	253	2	47320115	48171058	0.0011848900729927
psa	0.00533413	0.0110883	FALSE	4.09037e-11	253	2	47320115	48171058	7.95986002e-09
crohn	0.00179779	0.00311323	FALSE	0.000110994	253	2	47320115	48171058	0.0004842980390625
uc	0.000144775	0.000261378	FALSE	0.338283	253	2	47320115	48171058	0.364274417647059
cad	8.06395e-05	0.000156547	FALSE	0.00885722	253	2	47320115	48171058	0.0159499701889764
psoriasis	0.000236737	0.00082813	FALSE	0.0583203	254	2	48171059	49114132	0.0899798914285714
psa	0.000843753	0.00175396	FALSE	0.0746229	254	2	48171059	49114132	0.13165563318223
crohn	0.00108565	0.00188002	FALSE	0.00396629	254	2	48171059	49114132	0.00961029485900217
uc	0.000631532	0.00114018	FALSE	0.0329915	254	2	48171059	49114132	0.0553169047328244
cad	0.000123068	0.000238913	FALSE	5.5283e-05	254	2	48171059	49114132	0.000219882123478261
psoriasis	0.000306971	0.00107381	FALSE	0.0210759	255	2	49114133	49849185	0.0388761263877028
psa	0.000575691	0.00119672	FALSE	0.149804	255	2	49114133	49849185	0.216727436849926
crohn	0.00140079	0.00242576	FALSE	0.00036289	255	2	49114133	49849185	0.00130757461290323
uc	0.000756401	0.00136562	FALSE	0.0137078	255	2	49114133	49849185	0.0277953174515235
cad	6.39752e-05	0.000124196	FALSE	0.0132915	255	2	49114133	49849185	0.0224336977859779
psoriasis	0.000105329	0.000368451	FALSE	0.219061	256	2	49849186	50756240	0.25870517222526
uc	0.000227753	0.000411188	FALSE	0.226925	256	2	49849186	50756240	0.263386522198731
cad	5.45562e-05	0.000105911	FALSE	0.0258802	256	2	49849186	50756240	0.0398693664199192
psoriasis	1.09414e-05	3.82742e-05	FALSE	0.452731	257	2	50756241	51669493	0.459323137623297
psa	0.000444441	0.000923884	FALSE	0.213413	257	2	50756241	51669493	0.274126533333333
crohn	0.000929823	0.00161018	FALSE	0.010852	257	2	50756241	51669493	0.0219595724637681
uc	0.000305157	0.000550935	FALSE	0.174246	257	2	50756241	51669493	0.213767718435754
cad	1.99614e-05	3.87512e-05	FALSE	0.228013	257	2	50756241	51669493	0.250223479366603
psoriasis	4.87069e-05	0.000170381	FALSE	0.3534	258	2	51669494	52494111	0.377667774480712
psa	0.000607389	0.00126261	FALSE	0.143	258	2	51669494	52494111	0.209074380165289
crohn	0.000318645	0.000551798	FALSE	0.191889	258	2	51669494	52494111	0.224434583987441
uc	0.000292593	0.00052825	FALSE	0.181543	258	2	51669494	52494111	0.220502449115044
cad	7.77568e-05	0.00015095	FALSE	0.00479883	258	2	51669494	52494111	0.00949387907439446
psoriasis	0.000107567	0.000376279	FALSE	0.174178	259	2	52494112	53032976	0.214985417142857
crohn	7.51508e-05	0.000130139	FALSE	0.380513	259	2	52494112	53032976	0.395274675034868
cad	2.10545e-05	4.08733e-05	FALSE	0.166477	259	2	52494112	53032976	0.191323064824121
psoriasis	0.000438577	0.00153418	FALSE	0.00452191	260	2	53032977	53852120	0.0111245166287016
psa	0.000693274	0.00144115	FALSE	0.125057	260	2	53032977	53852120	0.190721725705329
crohn	3.58133e-05	6.20179e-05	FALSE	0.446888	260	2	53032977	53852120	0.452970867513612
cad	2.66352e-05	5.17073e-05	FALSE	0.175253	260	2	53032977	53852120	0.199702845540608
psoriasis	0.0005384	0.00188337	FALSE	8.41104e-05	261	2	53852121	54688234	0.000411969306122449
psa	3.11119e-05	6.4674e-05	FALSE	0.452425	261	2	53852121	54688234	0.462162230971129
crohn	0.00103969	0.00180042	FALSE	0.0015476	261	2	53852121	54688234	0.00438748527918782
cad	4.89332e-05	9.49946e-05	FALSE	0.0226844	261	2	53852121	54688234	0.0356967039889959
psoriasis	0.000533224	0.00186527	FALSE	0.000671367	262	2	54688235	55663336	0.00226232873634945
psa	0.00163125	0.00339097	FALSE	0.00494129	262	2	54688235	55663336	0.01930873562249
crohn	0.000758429	0.00131337	FALSE	0.0289747	262	2	54688235	55663336	0.0490003632096896
uc	0.000396419	0.000715699	FALSE	0.11846	262	2	54688235	55663336	0.156993458056729
cad	3.54124e-05	6.87466e-05	FALSE	0.10548	262	2	54688235	55663336	0.132472685337727
psoriasis	0.000263689	0.000922408	FALSE	0.0235932	263	2	55663337	56394698	0.0429328660488627
psa	0.00017396	0.000361621	FALSE	0.342448	263	2	55663337	56394698	0.384315921568627
crohn	0.00100352	0.00173779	FALSE	0.00244255	263	2	55663337	56394698	0.00647290237247924
uc	0.00038798	0.000700464	FALSE	0.0865982	263	2	55663337	56394698	0.121281662755102
cad	3.0555e-05	5.93167e-05	FALSE	0.0994845	263	2	55663337	56394698	0.125771725538972
psoriasis	0.00025588	0.000895093	FALSE	0.0414791	264	2	56394699	57433653	0.068629617151608
crohn	0.000546834	0.000946953	FALSE	0.0698667	264	2	56394699	57433653	0.099288936259542
uc	0.000763823	0.00137902	FALSE	0.0121838	264	2	56394699	57433653	0.0252467490566038
cad	6.49936e-05	0.000126173	FALSE	0.0114309	264	2	56394699	57433653	0.0196264777027027
psa	0.0017168	0.00356881	FALSE	0.000314905	265	2	57433654	57952945	0.00256403820083682
crohn	7.4272e-05	0.000128617	FALSE	0.372947	265	2	57433654	57952945	0.388783760149323
uc	0.000411402	0.00074275	FALSE	0.0536623	265	2	57433654	57952945	0.0828126569219958
psoriasis	9.69582e-05	0.000339169	FALSE	0.243812	266	2	57952946	59251996	0.281773097913323
psa	0.0012289	0.00255458	FALSE	0.0211653	266	2	57952946	59251996	0.0539253410994764
crohn	0.00110826	0.00191918	FALSE	0.00342668	266	2	57952946	59251996	0.00864018410835215
uc	0.000940116	0.0016973	FALSE	0.00429396	266	2	57952946	59251996	0.0110683548886284
cad	3.5165e-05	6.82662e-05	FALSE	0.103335	266	2	57952946	59251996	0.130064471656577
psoriasis	0.00135562	0.00474208	FALSE	1.76063e-09	267	2	59251997	60775066	3.52126e-08
crohn	0.00118096	0.00204507	FALSE	0.0117089	267	2	59251997	60775066	0.0233134426024955
uc	0.000867397	0.00156601	FALSE	0.0270245	267	2	59251997	60775066	0.0477440080450523
cad	0.000378223	0.000734249	FALSE	1.97384e-16	267	2	59251997	60775066	1.00314935111111e-14
psoriasis	0.00254717	0.00891023	FALSE	4.31402e-30	268	2	60775067	62429910	4.6591416e-28
psa	0.00145351	0.00302149	FALSE	0.00911332	268	2	60775067	62429910	0.0297559072483221
crohn	0.00258603	0.00447824	FALSE	1.22752e-08	268	2	60775067	62429910	1.90436088888889e-07
uc	0.00378473	0.00683299	FALSE	2.84905e-17	268	2	60775067	62429910	3.910321125e-15
cad	0.000110212	0.000213956	FALSE	0.000218821	268	2	60775067	62429910	0.000737030378497791
psoriasis	0.00122725	0.00429304	FALSE	2.1533e-11	269	2	62429911	63672118	6.55088450704225e-10
psa	0.00176372	0.00366634	FALSE	0.0022204	269	2	62429911	63672118	0.0110508910485934
crohn	0.000838236	0.00145157	FALSE	0.0162128	269	2	62429911	63672118	0.0301576979184013
uc	0.000393639	0.00071068	FALSE	0.112408	269	2	62429911	63672118	0.150425330895795
cad	0.000181336	0.00035203	FALSE	3.06974e-08	269	2	62429911	63672118	3.35908869856459e-07
psoriasis	0.000188646	0.000659902	FALSE	0.0767301	270	2	63672119	64696089	0.110989445783133
psa	0.00347044	0.00721419	FALSE	2.62615e-08	270	2	63672119	64696089	2.32294904545455e-06
crohn	0.000642091	0.00111191	FALSE	0.0325715	270	2	63672119	64696089	0.053859904515174
uc	0.000325246	0.000587203	FALSE	0.130365	270	2	63672119	64696089	0.170497178571429
cad	9.00864e-05	0.000174886	FALSE	0.000579014	270	2	63672119	64696089	0.00166148684818068
psoriasis	0.00107224	0.0037508	FALSE	1.69709e-07	271	2	64696090	65938002	2.19503856287425e-06
