outcome	pair_scope	locus	chr	start	stop	rho	se_approx	z_approx	p	fdr_within_outcome	fdr_all_tests	direction	h2_psoriasis	h2_outcome	univ_p_psoriasis	univ_p_outcome
crohn	qc_flagged_ibd	2466	22	20969185	22404422	-0.578802	0.155209580891763	3.72916411908638	0.000192116	0.0011984379047619048	0.001281877448275862	negative	0.00166823	0.00256367	7.19298e-15	8.5102e-08
crohn	qc_flagged_ibd	2115	16	11022543	11916631	-0.452952	0.123176070870492	3.67727267803693	0.000235741	0.0014037305000000001	0.0015463011355932204	negative	0.00221687	0.00378003	1.22666e-22	6.82367e-13
crohn	qc_flagged_ibd	10	1	7711795	8580987	0.524013	0.15205053717251	3.44630811402842	0.000568302	0.003236850521739131	0.003547304419354839	positive	0.00142522	0.0027205	2.83201e-14	1.21392e-09
crohn	qc_flagged_ibd	151	1	196179111	197935821	-0.516657	0.15106714208133	3.42004881327434	0.000626099	0.0034174570416666667	0.003785942390625	negative	0.00122142	0.0027356	9.44194e-14	1.26691e-11
crohn	qc_flagged_ibd	112	1	153410810	154685545	-0.586917	0.174517941224815	3.36307542869722	0.000770793	0.00403895532	0.004452192402985075	negative	0.00126746	0.00187391	4.12478e-13	1.65333e-06
crohn	qc_flagged_ibd	1462	9	117054910	117989017	-0.429977	0.131053998059803	3.28091478600899	0.00103471	0.005213346538461539	0.005888717205882354	negative	0.00119184	0.006275	3.18004e-09	2.22849e-25
crohn	qc_flagged_ibd	2194	17	21432874	25872110	0.614846	0.188473042967577	3.26224902149943	0.00110532	0.005362848888888889	0.006199403478260869	positive	0.000939826	0.00173982	4.18829e-10	5.3962e-07
crohn	qc_flagged_ibd	1134	7	36507691	37981936	-0.534305	0.165911945286803	3.22041308765548	0.00128006	0.0056844393333333335	0.006901217260273973	negative	0.00103679	0.00412988	2.69097e-06	1.35316e-11
crohn	qc_flagged_ibd	184	1	234365797	235097113	-0.576459	0.179130007013678	3.21810404415371	0.00129041	0.0056844393333333335	0.006901217260273973	negative	0.00131297	0.00235177	1.66063e-09	5.82356e-06
crohn	qc_flagged_ibd	1090	6	166853326	167714865	-0.419373	0.130418798051134	3.21558706464672	0.00130178	0.0056844393333333335	0.006901217260273973	negative	0.00105948	0.00839147	3.0342e-07	1.10363e-35
crohn	qc_flagged_ibd	2471	22	26166935	27192923	0.400771	0.128247666434565	3.1249769383093	0.00177819	0.007514286774193549	0.009054730657894736	positive	0.00271349	0.00348229	7.39672e-24	5.67927e-09
crohn	qc_flagged_ibd	1061	6	134313644	135544083	-0.492537	0.158644673636756	3.10465513092325	0.00190501	0.0077986346875	0.00957453077922078	negative	0.00130143	0.00331515	1.89292e-09	1.64274e-09
crohn	qc_flagged_ibd	407	2	230541093	231847386	-0.479281	0.154841087143708	3.09530893150587	0.00196608	0.007804741818181818	0.009754781538461538	negative	0.000987577	0.00458198	7.75924e-07	1.63767e-15
crohn	qc_flagged_ibd	2021	14	94892241	95946792	-0.564691	0.18460417124462	3.05892871321811	0.0022213	0.008412856388888888	0.010612877777777776	negative	0.00123429	0.00283314	3.32272e-07	3.04107e-06
crohn	qc_flagged_ibd	2098	15	98828262	99925972	-0.504236	0.165108319519467	3.05397088085891	0.00225834	0.008412856388888888	0.010658263170731708	negative	0.00122689	0.00341189	5.66803e-08	5.46849e-09
crohn	qc_flagged_ibd	854	5	95117260	96467377	-0.366596	0.12031659015714	3.04692810460474	0.00231193	0.008412856388888888	0.010779721807228915	negative	0.00293694	0.0033197	1.7730400000000002e-32	1.84915e-10
crohn	qc_flagged_ibd	1352	8	126766828	128073654	-0.509596	0.171408878386345	2.97298485817871	0.00294919	0.010256576052631578	0.013234465862068966	negative	0.00101761	0.00340164	7.12072e-07	6.90863e-10
crohn	qc_flagged_ibd	2048	15	37962916	39238840	-0.539312	0.181568819317904	2.97028973381014	0.00297519	0.010256576052631578	0.013234465862068966	negative	0.00114279	0.00267087	1.18105e-07	7.69635e-07
crohn	qc_flagged_ibd	2039	15	26392948	27563172	0.512562	0.174010564067474	2.94557978561146	0.0032235	0.010827653846153846	0.01386105	positive	0.00109102	0.0032212	5.75059e-07	1.4349e-08
crohn	qc_flagged_ibd	163	1	212347583	213958292	-0.544927	0.188410255107608	2.89223641085128	0.0038251	0.012527202500000001	0.016090366304347826	negative	0.000994383	0.00273805	2.15758e-06	4.77642e-07
crohn	qc_flagged_ibd	2318	19	10028841	11681978	-0.228264	0.0804411530200739	2.83765201554281	0.00454467	0.01452077487804878	0.0183593203125	negative	0.00698949	0.00617432	2.64956e-94	7.70688e-22
crohn	qc_flagged_ibd	2453	21	39252060	40480831	-0.355707	0.131440546345126	2.70621973120845	0.0068054	0.021226366666666666	0.026336898	negative	0.00189637	0.00433719	3.05066e-14	3.09781e-12
crohn	qc_flagged_ibd	2274	18	45718493	46558306	-0.464527	0.175206231006435	2.65131552303604	0.00801789	0.02442659511627907	0.029551651714285712	negative	0.00097441	0.00352848	4.0751e-06	9.49708e-10
crohn	qc_flagged_ibd	2298	18	70540350	71491860	0.501587	0.190718279223362	2.62998912344716	0.00853876	0.02542221727272727	0.03031651486238532	positive	0.000956814	0.00269922	3.29741e-06	4.1357e-07
crohn	qc_flagged_ibd	113	1	154685546	156813845	0.345449	0.137132851074451	2.51908275291711	0.0117661	0.03425242444444444	0.03959548434782609	positive	0.00140234	0.00492	6.99071e-10	1.4118e-15
crohn	qc_flagged_ibd	1674	11	64594823	66782661	-0.384494	0.156249431910587	2.46077054680126	0.0138639	0.03948197608695652	0.045468892372881355	negative	0.00186966	0.00218057	2.0289800000000003e-18	1.99534e-06
crohn	qc_flagged_ibd	305	2	110097869	112644828	-0.361924	0.148603684083577	2.43549816568779	0.0148713	0.040744275	0.048146669999999996	negative	0.00192378	0.00249152	9.180780000000001e-19	1.89203e-07
crohn	qc_flagged_ibd	809	5	37925488	39438985	-0.306722	0.126010849217989	2.43409200004195	0.0149292	0.040744275	0.048146669999999996	negative	0.00192372	0.00445133	6.05081e-16	6.11837e-14
crohn	qc_flagged_ibd	268	2	60775067	62429910	-0.319506	0.131804638800052	2.42408767179045	0.0153469	0.04102946734693877	0.0490847132231405	negative	0.00260123	0.00257607	6.95162e-31	1.35774e-08
crohn	qc_flagged_ibd	1545	10	64069688	65400431	-0.332213	0.141936759521747	2.34057055493858	0.0192543	0.050446266	0.059487735714285714	negative	0.000817284	0.00665962	8.38093e-07	5.35005e-32
crohn	qc_flagged_ibd	1852	12	124843769	126079935	-0.390628	0.171177481797031	2.28200576325323	0.022489	0.05776586274509804	0.06694802307692306	negative	0.00126454	0.00330643	1.3782e-07	7.45585e-08
crohn	qc_flagged_ibd	155	1	201067953	202583884	-0.363375	0.160334827635777	2.26635101904034	0.0234299	0.058638318867924526	0.06869220681818182	negative	0.00125015	0.00390448	1.25489e-07	4.17853e-10
crohn	qc_flagged_ibd	439	3	17182495	19030988	-0.413558	0.182863123303763	2.26157134652578	0.0237239	0.058638318867924526	0.0690311977443609	negative	0.000837575	0.00274203	1.58628e-06	5.29122e-09
crohn	qc_flagged_ibd	117	1	159882516	161054076	-0.327535	0.145590935248067	2.24969363265594	0.0244684	0.05935852592592593	0.07014274666666667	negative	0.00126525	0.00432293	3.65595e-09	7.05836e-14
crohn	qc_flagged_ibd	1733	11	128262551	129451784	-0.300518	0.137207850152155	2.19023911289874	0.0285069	0.06789825272727273	0.07936813165467627	negative	0.00258533	0.00274491	1.01843e-24	3.17628e-07
crohn	qc_flagged_ibd	2203	17	37361179	38880481	-0.31598	0.151071263051074	2.09159567225683	0.0364747	0.08499647719298245	0.09940640070422535	negative	0.000935863	0.00421742	5.82674e-08	3.66564e-17
crohn	qc_flagged_ibd	888	5	132554691	134556570	-0.381468	0.182874995084555	2.08594947506969	0.0369832	0.08499647719298245	0.10008740139860141	negative	0.00120768	0.00287129	4.3242e-07	1.71891e-06
crohn	qc_flagged_ibd	1119	7	20122180	21390644	-0.358914	0.177931271661323	2.01714963676066	0.0436799	0.09865632586206896	0.11499402244897959	negative	0.000950472	0.00359854	9.88877e-06	1.0447e-09
crohn	qc_flagged_ibd	14	1	11709174	13481025	-0.334308	0.16761237006245	1.99453059386632	0.0460941	0.10234452711864407	0.11972091744966443	negative	0.00170014	0.00224054	1.89732e-13	1.07573e-05
crohn	qc_flagged_ibd	159	1	205917549	208162951	-0.239072	0.121669880798888	1.9649234340516	0.0494231	0.10790710166666666	0.12583381381578945	negative	0.00241526	0.00387679	8.843480000000001e-23	6.67258e-12
crohn	qc_flagged_ibd	2422	20	56951774	57924037	-0.315107	0.163443901511779	1.92792142799707	0.0538649	0.11567708032786886	0.13624651176470587	negative	0.00116333	0.0034021	5.17762e-08	1.06023e-09
crohn	qc_flagged_ibd	2022	14	95946793	97174314	-0.376559	0.199276844292045	1.88962747447036	0.0588078	0.12425519032258064	0.14778323766233764	negative	0.00112652	0.00229443	6.1812e-07	3.23743e-05
crohn	qc_flagged_ibd	1554	10	72659224	73514214	-0.304753	0.169566258017989	1.79725025227406	0.0722959	0.149489421875	0.16854526084337348	negative	0.00113894	0.00340922	3.56001e-07	6.64319e-09
crohn	qc_flagged_ibd	101	1	114664388	116207297	-0.325859	0.181777620295768	1.79262441366434	0.073033	0.149489421875	0.16867579285714285	negative	0.00123849	0.0023681	8.22768e-09	5.15504e-06
crohn	qc_flagged_ibd	2182	17	8554764	9619356	-0.265889	0.149622170028545	1.77706953420922	0.0755568	0.15227601230769228	0.17099696842105264	negative	0.00135758	0.00397243	2.6595e-09	2.21886e-11
crohn	qc_flagged_ibd	652	4	55681702	57103100	-0.281255	0.164220367523806	1.71266819238624	0.0867736	0.17053658208955225	0.18963217415730338	negative	0.00119684	0.00300464	6.21545e-09	8.34471e-09
crohn	qc_flagged_ibd	1749	12	8760629	10176713	-0.221009	0.129226687016191	1.71024271458967	0.087221	0.17053658208955225	0.18963217415730338	negative	0.00221578	0.00340653	3.20216e-21	1.57577e-10
crohn	qc_flagged_ibd	1099	7	4139432	4938442	-0.291971	0.191233824829914	1.52677488022678	0.126817	0.2408292608695652	0.2517464769230769	negative	0.000944663	0.00259832	2.57798e-06	5.24936e-07
crohn	qc_flagged_ibd	1191	7	105312564	106399739	0.265523	0.173925688533912	1.52664624897102	0.126849	0.2408292608695652	0.2517464769230769	positive	0.00124415	0.00270562	1.63084e-08	7.10438e-07
crohn	qc_flagged_ibd	299	2	102494488	103305257	-0.233493	0.156679017143008	1.49026336938839	0.136155	0.25480435714285715	0.2661211363636364	negative	0.000862955	0.00372951	6.20084e-08	9.06468e-16
crohn	qc_flagged_ibd	1495	10	7659873	8771920	-0.233411	0.16505238257179	1.41416316664485	0.157314	0.28193645333333334	0.2965612180094787	negative	0.00147213	0.0029067	4.34753e-10	3.9989e-07
crohn	qc_flagged_ibd	864	5	106389389	107265911	-0.247192	0.175375928955514	1.40949787962465	0.158688	0.28193645333333334	0.2965612180094787	negative	0.00100378	0.00284817	2.45711e-07	1.8359e-08
crohn	qc_flagged_ibd	898	5	148662215	149850203	-0.218384	0.154989526412572	1.40902424218444	0.158828	0.28193645333333334	0.2965612180094787	negative	0.00149412	0.00328968	1.80625e-10	1.51188e-08
crohn	qc_flagged_ibd	1037	6	106053916	107309327	0.178857	0.127627222618157	1.4014016471636	0.161094	0.28193645333333334	0.2965612180094787	positive	0.00166739	0.00507535	1.28146e-12	3.04721e-16
crohn	qc_flagged_ibd	2167	16	85146806	86058597	-0.215998	0.154247735480661	1.40033174118839	0.161414	0.28193645333333334	0.2965612180094787	negative	0.00142231	0.00367074	2.77415e-09	1.24422e-09
crohn	qc_flagged_ibd	1965	14	32382246	33591113	0.248953	0.180088413558606	1.38239320942757	0.166851	0.28759843421052633	0.30315181690140847	positive	0.00111709	0.00312849	1.45417e-06	1.74597e-07
crohn	qc_flagged_ibd	835	5	71468652	73314061	-0.229779	0.172766452708002	1.32999778833427	0.183519	0.31222063636363634	0.3272896451612903	negative	0.00134891	0.00250797	8.27652e-10	1.95195e-06
crohn	qc_flagged_ibd	771	4	186881569	187985393	0.248517	0.190306852556404	1.30587520450081	0.191595	0.3217813461538461	0.3355079864253393	positive	0.00102317	0.00264624	1.97869e-06	1.59742e-06
crohn	qc_flagged_ibd	1073	6	150635316	151629954	0.23372	0.182445668460831	1.28103890857884	0.20018	0.3319440506329114	0.3445224690265487	positive	0.00104705	0.00300196	2.03628e-06	1.67713e-07
crohn	qc_flagged_ibd	1063	6	137553213	138825721	-0.135325	0.110234184554082	1.22761374384375	0.219592	0.3595819	0.3694874086956522	negative	0.00483135	0.00332453	8.15083e-59	2.28655e-09
crohn	qc_flagged_ibd	2449	21	34383795	35729261	0.19116	0.159916841375616	1.1953712839475	0.231942	0.3751160740740741	0.3852427210300429	positive	0.00107905	0.00381978	2.27413e-07	1.51588e-11
crohn	qc_flagged_ibd	271	2	64696090	65938002	-0.185675	0.157829500957957	1.17642772024896	0.239424	0.38249443902439023	0.39261477966101693	negative	0.0011085	0.00378105	9.28406e-08	1.21191e-11
crohn	qc_flagged_ibd	53	1	61377616	62778733	-0.163045	0.143745247955564	1.13426358310225	0.256684	0.4013306860465117	0.4087930370370371	negative	0.00153724	0.00409142	1.09869e-10	2.06941e-11
crohn	qc_flagged_ibd	638	4	37880861	38984838	-0.207759	0.183936991501088	1.12951178718594	0.258682	0.4013306860465117	0.4102866147540984	negative	0.00106126	0.00275772	8.1022e-07	6.00642e-07
crohn	qc_flagged_ibd	926	6	63979	1380679	-0.114175	0.102037951495303	1.11894641480778	0.263163	0.4013306860465117	0.4144817195121951	negative	0.00559309	0.00398246	6.40865e-64	3.26195e-10
crohn	qc_flagged_ibd	221	2	15721704	17241115	0.192881	0.172487852282342	1.1182294720922	0.263469	0.4013306860465117	0.4144817195121951	positive	0.00106097	0.00352373	1.72637e-06	2.5362e-09
crohn	qc_flagged_ibd	1493	10	6234719	6897037	0.160292	0.147331467212742	1.08796853131547	0.276609	0.41650320689655174	0.42819073199999996	positive	0.00173558	0.00303919	3.50538e-14	1.79771e-08
crohn	qc_flagged_ibd	2026	14	99474534	100786189	-0.159589	0.156574189837543	1.01925483482038	0.308082	0.45862206818181817	0.46940052755905515	negative	0.00146342	0.00313436	1.28685e-10	2.49995e-08
crohn	qc_flagged_ibd	2162	16	81437862	82310204	-0.172354	0.170706325835619	1.00965209787227	0.312662	0.46021035955056183	0.4708178754863813	negative	0.00120131	0.00322264	1.73462e-07	4.85249e-08
crohn	qc_flagged_ibd	2205	17	40233546	42348003	0.117336	0.118057470970478	0.993888815637438	0.320277	0.46298423076923073	0.4804155	positive	0.0023014	0.00394412	3.2940500000000005e-24	4.78132e-14
crohn	qc_flagged_ibd	1222	7	148622914	149842999	-0.183724	0.185365494097648	0.991144554138088	0.321615	0.46298423076923073	0.48055986486486485	negative	0.000887056	0.00250593	9.18015e-07	8.66404e-08
crohn	qc_flagged_ibd	2307	19	762047	1515920	-0.116266	0.118395962171878	0.98200984110602	0.326095	0.4643309239130435	0.48167467557251914	negative	0.00137912	0.00799485	2.13793e-10	4.73642e-35
crohn	qc_flagged_ibd	1940	13	101573737	103050417	-0.15935	0.174375549536678	0.913832245537854	0.360805	0.5082306989247312	0.5190763382899628	negative	0.00132607	0.0027793	1.2111e-08	1.32353e-06
crohn	qc_flagged_ibd	927	6	1380680	2746531	-0.129981	0.148882187802045	0.873046009861327	0.382638	0.533250829787234	0.5464240073800738	negative	0.00167605	0.00353786	2.0651e-11	8.48315e-09
crohn	qc_flagged_ibd	410	2	234115093	234945577	-0.0934111	0.10806257634748	0.864416740348968	0.387359	0.5341476736842105	0.5511321066176471	negative	0.00130336	0.0117515	9.21669e-11	3.213e-61
crohn	qc_flagged_ibd	196	1	244723197	245970505	-0.140441	0.169121035414726	0.830417101312111	0.406303	0.5528416082474227	0.5656088525179856	negative	0.00111753	0.00372376	1.60511e-06	1.27004e-09
crohn	qc_flagged_ibd	2370	20	884242	1771285	-0.13377	0.162140057419732	0.825027461620477	0.409356	0.5528416082474227	0.5678163870967742	negative	0.00178264	0.00241181	5.14762e-14	6.41196e-06
crohn	qc_flagged_ibd	2095	15	95662426	96864278	0.139746	0.179599781823056	0.778096713601131	0.436512	0.5835007346938775	0.5948244507042254	positive	0.00119492	0.00284327	1.96093e-07	8.65566e-07
crohn	qc_flagged_ibd	2432	21	15840034	16873443	-0.101975	0.136758699094545	0.745656405589979	0.455875	0.6029255544554456	0.6147164634146342	negative	0.0013169	0.00490899	1.25904e-09	1.26959e-16
crohn	qc_flagged_ibd	948	6	23939307	24950379	-0.12788	0.173577233207962	0.736732563577551	0.461285	0.6029255544554456	0.61985171875	negative	0.000997064	0.00319908	8.69442e-07	3.09191e-09
crohn	qc_flagged_ibd	2469	22	23950733	25282436	-0.155498	0.212753795265772	0.730882378881899	0.464851	0.6029255544554456	0.6224821349480969	negative	0.000856011	0.00178842	2.02954e-06	4.74299e-05
crohn	qc_flagged_ibd	1913	13	73114510	74437635	-0.109845	0.156167731419184	0.703378342003028	0.48182	0.6188080392156863	0.6407709278350516	negative	0.00106122	0.00435142	5.71961e-07	1.54424e-13
crohn	qc_flagged_ibd	1353	8	128073655	129291118	0.117899	0.172234080363767	0.684527706427158	0.493642	0.6278359417475728	0.6526721979522184	positive	0.00103288	0.00384036	5.72625e-06	6.37934e-10
crohn	qc_flagged_ibd	2072	15	69089816	70767983	-0.097421	0.15764638010665	0.617971690400335	0.536594	0.6759020576923077	0.6991982424242424	negative	0.00151798	0.00324868	3.29297e-10	4.58327e-08
crohn	qc_flagged_ibd	2159	16	78973581	79662634	0.0893495	0.158481322785015	0.563785677894711	0.5729	0.7147609523809523	0.7415127090301004	positive	0.00153212	0.00335572	1.04128e-09	5.37684e-08
crohn	qc_flagged_ibd	1267	8	21650454	22895018	0.0985489	0.18189054089832	0.541803325853491	0.587954	0.724101287037037	0.7523292772277228	positive	0.000992109	0.00314985	4.39195e-06	3.62136e-08
crohn	qc_flagged_ibd	1146	7	49632427	50894508	-0.0869904	0.163027117163574	0.533594665191299	0.593622	0.724101287037037	0.7556964276315788	negative	0.000909663	0.00362672	5.60528e-07	1.16186e-12
crohn	qc_flagged_ibd	899	5	149850204	150981934	-0.0488366	0.0923598748134312	0.528764250694914	0.596969	0.724101287037037	0.7574655836065574	negative	0.00650183	0.00435639	8.66971e-91	1.91446e-14
crohn	qc_flagged_ibd	603	4	5972710	7135819	0.0756518	0.146067256937246	0.517924424585463	0.604511	0.7265223944954129	0.7602049577922079	positive	0.0017879	0.00369879	6.36984e-12	5.30185e-09
crohn	qc_flagged_ibd	110	1	151146408	152535630	0.0730695	0.14879610331703	0.491071327616125	0.623376	0.7423841454545455	0.7707556293929714	positive	0.00142916	0.00262096	1.36127e-14	2.05377e-09
crohn	qc_flagged_ibd	1396	9	19463293	20483880	-0.0852165	0.179846605261947	0.47382879357596	0.635622	0.7501484864864865	0.7833939936305733	negative	0.00118238	0.00258159	5.31097e-08	1.39693e-06
crohn	qc_flagged_ibd	893	5	141253831	142532956	-0.0607178	0.138443143402243	0.438575710633687	0.660969	0.7730976696428572	0.8038099184952978	negative	0.00134691	0.00516348	6.11087e-09	2.75533e-16
crohn	qc_flagged_ibd	98	1	111134063	112489248	-0.0699043	0.17211426503679	0.406150530201886	0.684632	0.793688424778761	0.8253974579439253	negative	0.00135085	0.00266393	2.19967e-09	1.34038e-06
crohn	qc_flagged_ibd	907	5	157191082	158484775	0.0392325	0.112188654270632	0.349701137383817	0.726563	0.8349101140350876	0.862514972392638	positive	0.00375054	0.00334595	3.06525e-47	4.11759e-11
crohn	qc_flagged_ibd	2133	16	50467034	52041336	0.0358813	0.106817041691057	0.335913627937555	0.736936	0.8394662260869565	0.8668517689969605	positive	0.00101952	0.0420902	2.81945e-06	1.00056e-286
crohn	qc_flagged_ibd	251	2	45850048	46499326	0.0552633	0.183137374340215	0.301758721828878	0.762836	0.8614785862068964	0.8854305089820359	positive	0.00101086	0.00294245	2.13722e-06	1.41037e-07
crohn	qc_flagged_ibd	130	1	172465154	173582511	-0.0368111	0.137202990562585	0.268296630044726	0.788471	0.8828179572649574	0.9054548278931751	negative	0.00109561	0.00464195	6.44446e-10	1.21832e-19
crohn	qc_flagged_ibd	1453	9	109150718	110630150	0.030657	0.144284792503923	0.212475614844623	0.831736	0.9233679322033899	0.9276133487031701	positive	0.00158096	0.00403479	1.0314e-10	1.00763e-10
crohn	qc_flagged_ibd	2356	19	49415190	50451925	-0.0386483	0.193773445825397	0.19945096107144	0.84191	0.926808487394958	0.9309119142857144	negative	0.000868784	0.00235349	2.2077e-06	6.05113e-07
crohn	qc_flagged_ibd	2094	15	94565522	95662425	-0.0304551	0.163917167430176	0.185795670322164	0.852605	0.9299516776859504	0.9400516666666666	negative	0.0011667	0.00392294	6.45998e-07	3.57503e-10
crohn	qc_flagged_ibd	2046	15	35118928	36583327	-0.0343053	0.193057879581979	0.177694378878914	0.858963	0.9299516776859504	0.9434029461756374	negative	0.000944344	0.00245781	2.19267e-06	1.39781e-06
crohn	qc_flagged_ibd	2195	17	25872111	27344401	0.0151843	0.123300090515717	0.123149139116524	0.901989	0.9608370731707316	0.9591646153846154	positive	0.00484688	0.00238188	4.8718600000000006e-67	3.14762e-07
crohn	qc_flagged_ibd	2242	18	3722829	4603961	-0.0224805	0.182867615133382	0.122933193958936	0.90216	0.9608370731707316	0.9591646153846154	negative	0.00103423	0.00302288	2.93124e-06	1.1715e-07
crohn	qc_flagged_ibd	781	5	4636543	5828694	-0.0144939	0.161422027460006	0.0897888610870718	0.928455	0.9753574296875	0.9711137432432433	negative	0.00115657	0.00394586	4.38926e-07	1.15268e-10
crohn	qc_flagged_ibd	1966	14	33591114	34695195	0.0131331	0.158939255871985	0.0826296809302908	0.934146	0.9753574296875	0.9744326199460916	positive	0.00181788	0.00303351	8.48375e-12	1.55138e-06
crohn	qc_flagged_ibd	1351	8	125453323	126766827	-0.00787146	0.128450142782529	0.061280274427773	0.951136	0.9753574296875	0.9757119761904761	negative	0.00168182	0.00477875	4.90339e-13	2.74005e-15
crohn	qc_flagged_ibd	928	6	2746532	3964072	-0.0096387	0.158007542963766	0.0610015181503729	0.951358	0.9753574296875	0.9757119761904761	negative	0.00125839	0.00386135	8.1718e-08	3.30637e-10
crohn	qc_flagged_ibd	1746	12	6023701	6948954	0.00824083	0.139880147538922	0.0589135066340057	0.953021	0.9753574296875	0.9757119761904761	positive	0.00201727	0.00296377	3.45436e-18	1.21106e-08
crohn	qc_flagged_ibd	2412	20	48212976	49236418	-0.00314538	0.127678656570656	0.0246351276280807	0.980346	0.9886156846153846	0.9913151514360313	negative	0.00314553	0.00261995	4.28732e-38	3.17976e-08
crohn	qc_flagged_ibd	692	4	102544804	104384534	0.00406471	0.171299193563598	0.0237287164956261	0.981069	0.9886156846153846	0.9913151514360313	positive	0.000915364	0.00321082	8.22875e-07	2.02181e-10
crohn	qc_flagged_ibd	580	3	181424324	183203155	-0.000725244	0.182657660982289	0.0039705096194696	0.996832	0.996832	0.996832	negative	0.00104832	0.00273256	6.73e-07	3.33079e-07
psa	positive_control_near_neighbor	908	5	158484776	159663733	0.944787	0.047863138175183	19.7393450580278	9.905359999999999e-87	3.9621439999999997e-85	3.8333743199999993e-84	positive	0.0264938	0.020689	0.0	1.55217e-73
psa	positive_control_near_neighbor	1041	6	111363444	112342873	1.0	0.0912907497738667	10.9540123449207	6.3568e-28	1.2713599999999999e-26	1.2300408e-25	positive	0.00523373	0.00750383	3.80085e-82	1.20816e-22
psa	positive_control_near_neighbor	26	1	23907046	25885138	0.753912	0.0818538120065603	9.21046902421083	3.24703e-20	4.329373333333333e-19	2.51320122e-18	positive	0.00710561	0.0100053	7.161709999999999e-95	2.93712e-23
psa	positive_control_near_neighbor	2318	19	10028841	11681978	0.930798	0.102123439055575	9.11444041258208	7.90775e-20	7.907749999999999e-19	5.1004987499999994e-18	positive	0.00725078	0.00620076	3.77904e-98	7.23944e-12
psa	positive_control_near_neighbor	57	1	66778016	67761890	0.740363	0.0843249489028366	8.77988080198048	1.63648e-18	1.309184e-17	9.047396571428571e-17	positive	0.0053474	0.00999499	1.32032e-83	1.21481e-32
psa	positive_control_near_neighbor	899	5	149850204	150981934	0.939633	0.115198308886197	8.15665619647464	3.44427e-16	2.29618e-15	1.6661656125e-14	positive	0.00635625	0.00471979	1.34618e-87	6.98253e-09
psa	positive_control_near_neighbor	2195	17	25872111	27344401	0.815946	0.101714209010034	8.02194706070526	1.04082e-15	5.947542857142858e-15	4.475526e-14	positive	0.0049298	0.00661275	2.35407e-68	3.27055e-16
psa	positive_control_near_neighbor	347	2	161432090	163607635	0.847701	0.111819752359168	7.58095937538088	3.43009e-14	1.715045e-13	1.3274448299999998e-12	positive	0.00513482	0.00536171	1.5363000000000002e-71	2.48993e-12
psa	positive_control_near_neighbor	887	5	130573818	132554690	0.807433	0.109936284257939	7.34455421565416	2.06446e-13	9.175377777777778e-13	6.6929392499999995e-12	positive	0.00357728	0.00606813	5.7897399999999996e-49	1.2929e-16
psa	positive_control_near_neighbor	1793	12	55416803	56987105	0.921791	0.137666793882654	6.69581221442351	2.14477e-11	8.57908e-11	5.928757071428571e-10	positive	0.00314683	0.00394113	1.6211599999999998e-39	1.15773e-08
psa	positive_control_near_neighbor	2251	18	12735559	13641479	1.0	0.153211161941551	6.52693959974989	6.71271e-11	2.4409854545454546e-10	1.6236367312499999e-09	positive	0.00224731	0.00376782	1.39346e-22	4.41082e-07
psa	positive_control_near_neighbor	854	5	95117260	96467377	0.902172	0.139841909947024	6.45137069668002	1.10843e-10	3.694766666666667e-10	2.5233082941176473e-09	positive	0.00284677	0.00433495	3.8035399999999997e-31	1.82236e-08
psa	positive_control_near_neighbor	1733	11	128262551	129451784	0.69274	0.11292788043716	6.13435758572912	8.5504e-10	2.6308923076923075e-09	1.838336e-08	positive	0.00262663	0.00843493	3.33001e-25	3.29722e-19
psa	positive_control_near_neighbor	1063	6	137553213	138825721	0.723031	0.121953391556718	5.92874860445135	3.05252e-09	8.721485714285715e-09	5.9066262000000005e-08	positive	0.00477569	0.00493929	1.3542599999999999e-57	5.62192e-09
psa	positive_control_near_neighbor	1674	11	64594823	66782661	0.934764	0.17405845471941	5.37040272767492	7.8561e-08	2.09496e-07	1.1693502692307691e-06	positive	0.00185266	0.00309277	4.2514500000000006e-18	7.78847e-06
psa	positive_control_near_neighbor	1968	14	35379989	36422077	0.781772	0.146209131118875	5.34694375116956	8.94518e-08	2.236295e-07	1.2821424666666667e-06	positive	0.00457296	0.00260155	2.81345e-72	4.47784e-06
psa	positive_control_near_neighbor	1410	9	32253284	33194892	0.810025	0.152614923871334	5.30763951160445	1.11054e-07	2.613035294117647e-07	1.5349249285714287e-06	positive	0.00335455	0.00301606	7.866159999999999e-42	8.9752e-06
psa	positive_control_near_neighbor	926	6	63979	1380679	0.659266	0.12509088897198	5.27029590578476	1.36204e-07	3.0267555555555555e-07	1.817618896551724e-06	positive	0.00512458	0.00438617	2.6256400000000003e-56	1.73989e-06
psa	positive_control_near_neighbor	1097	7	2473750	3100211	0.844509	0.189614692514272	4.4538162565458	8.43573e-06	1.7759431578947368e-05	8.823317594594594e-05	positive	0.00118789	0.0033185	1.0158e-09	3.00028e-06
psa	positive_control_near_neighbor	1314	8	79756170	81340231	0.830653	0.195666363849534	4.24525188518741	2.18348e-05	4.36696e-05	0.00020609920975609756	positive	0.00106262	0.00371971	1.27602e-07	1.34041e-06
psa	positive_control_near_neighbor	2450	21	35729262	37303548	0.569345	0.135235981445557	4.21001122566782	2.55358e-05	4.8639619047619053e-05	0.00023529415714285714	positive	0.00269911	0.00502569	1.18177e-23	2.60767e-08
