GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
25903        1  161952982  161994172    178      37   84558      -1.3067      0.90434
9722         1  162039581  162339813   1307      74   91388      0.49681      0.30966
284680       1  162343515  162347017     23      10   64843     -0.74706      0.77249
400793       1  162348696  162356608     33       8   97409       2.4423    0.0072974
117157       1  162365056  162381928     71      11   92921        4.161   1.5844e-05
127933       1  162466964  162499419    103       9   86782       0.7931      0.21386
6675         1  162531296  162570379     95      21   84361     -0.59752      0.72492
4921         1  162602228  162756409    538      41   81061      0.49258      0.31115
51478        1  162760496  162782608     74      22   77812      0.29858      0.38263
339512       1  162820766  162838605    114      20   85953      -1.2503       0.8944
5999         1  163038396  163046592     19       7   92546     -0.21647      0.58569
8490         1  163112089  163291581    853      46   92211      -0.3605      0.64076
83540        1  163291723  163325553    158      17   93217       2.2759     0.011427
5087         1  164528597  164821067    954     129   87317     -0.20861      0.58262
4009         1  165171104  165325952    642      72   87548    -0.047592      0.51898
6258         1  165370159  165414592    221      32   94838      0.16957      0.43267
440699       1  165513478  165533185     96      19   88031       2.5102    0.0060335
4259         1  165600110  165625373    141      28   76967     0.052389      0.47911
223          1  165631449  165667900    193      23   89952      0.58897      0.27794
54499        1  165693528  165738159    142      24   73542      0.30825      0.37895
7371         1  165796732  165880855    251      43   73784      0.13024      0.44819
149297       1  166026663  166135992    401      29   87679       1.0021      0.15814
57645        1  166808681  166823709     34      11   70973       1.6758     0.046889
117143       1  166825747  166845654    105      17   69662       1.6079     0.053924
387597       1  166882441  166944576    149      31   86253      0.31462      0.37652
84944        1  166958394  166991451    108      21   87806     -0.53391       0.7033
10223        1  167022082  167059868    143      28   88792      -1.1316      0.87109
92235        1  167063314  167098402    158      24   91834     -0.39948      0.65523
5451         1  167190066  167396582    479      32   84914      0.92636      0.17713
919          1  167399877  167487847    383      72   87734       2.2485     0.012271
8804         1  167510250  167523056     51      11   95296      0.18123      0.42809
92241        1  167599474  167677933    387      70   88508      0.89107      0.18644
9019         1  167691187  167761156    245      38   90272       1.5035     0.066355
55811        1  167778357  167883608    504      66   82036      -2.3867       0.9915
25874        1  167885913  167906307     38      10   83626      -1.7109      0.95645
55827        1  167905797  168045081    347      35   69193     -0.43932      0.66979
23432        1  168048780  168106905    158      24   82317     -0.34857      0.63629
261726       1  168148171  168171352     80      12   89529       1.0337      0.15064
375035       1  168195255  168212088     37      10   73578      -1.2734      0.89857
9095         1  168250278  168283664    124      27   83725     -0.86756      0.80718
6846         1  168510003  168513235     22       7   88976       6.0809   5.9765e-10
6375         1  168545711  168551315     35       9   83686       1.3857     0.082913
1805         1  168664695  168698442    169      27   91107       2.9502    0.0015878
101928596    1  169073226  169074145      7       2  103614       1.6649     0.047965
481          1  169075947  169101960    126      22   91658        2.134     0.016422
29922        1  169101258  169337186   1119      29   87595       2.2379     0.012615
8548         1  169337122  169365782     95      15   96520       1.6041     0.054348
57821        1  169364108  169429907    221      25   97300       1.9496     0.025614
10560        1  169433147  169455208     49      15   91094        2.903    0.0018479
2153         1  169481192  169555769    382      36   93737      0.19081      0.42434
6403         1  169558087  169599377    160      33   91807     -0.30845      0.62113
6402         1  169659806  169680843    104      17   97127       3.6095    0.0001534
6401         1  169691781  169703220     66      10   91161       2.6234    0.0043526
92342        1  169761670  169764088      7       3   96463      0.67244      0.25065
55732        1  169763224  169822229    246      23   92973       1.5035     0.066355
57147        1  169822215  169863100    165      18   95855       0.6095       0.2711
22920        1  169890461  170043882    559      18   88001      0.18616      0.42616
149281       1  170115188  170136923     82      18   88719       1.0869      0.13854
92344        1  170501263  170522974     48      16   80890       1.7967     0.036194
5396         1  170633313  170708541    159      30   87845      0.47836       0.3162
80133        1  170904612  171033906    546      29   90644       1.3011     0.096617
2328         1  171060018  171086961    130      17   93793     -0.63083      0.73592
2327         1  171154388  171181822    166      17   98106     -0.24732      0.59767
2326         1  171217610  171255113    132      28   90354      0.84916       0.1979
2329         1  171283318  171311223     51      14   86489       1.2551      0.10472
23215        1  171454652  171562650    332      25   88628    -0.042371       0.5169
4653         1  171604557  171621773     89      15   91437      0.35003      0.36316
8674         1  171669296  171711379    125      14   90998     -0.90348      0.81686
51603        1  171750761  171766856     58       6   94330      0.37949      0.35216
26052        1  171810618  172387606   1770      87   88989       1.3171      0.09391
92346        1  172389828  172437969    159      23   95047      0.58546      0.27912
5279         1  172410597  172413230      6       3  101326      0.40405      0.34309
51430        1  172501494  172580973    165      32   83917       3.9369   4.1263e-05
356          1  172628185  172636013     15       7   78861       2.2879     0.011073
8995         1  173010360  173020103     30       6   84555       5.1846   1.0824e-07
7292         1  173152870  173176471     70      13   90691      0.70435      0.24061
9588         1  173446486  173457946     22       8   82193       1.2603      0.10377
284525       1  173469604  173572233    318      20   85515       2.1562     0.015535
339416       1  173577475  173639001    121      22   64437       1.5541     0.060075
730159       1  173604661  173606273      3       1   73155      0.63838      0.26161
27252        1  173684063  173755960    126      22   85294       1.8889     0.029453
91687        1  173768688  173794325     37      10   83066       1.7418     0.040771
55157        1  173793719  173827682     58      15   74086       2.3243     0.010055
84614        1  173837220  173856596     66      15   87564       2.1107     0.017399
462          1  173872938  173886516     32       8   88008       2.0772      0.01889
149041       1  173900352  173962210    126      14   89027       1.4334     0.075865
9910         1  174128552  174964445   2254      29   87144       0.2511      0.40087
9293         1  174417212  174418683      2       1   94104     -0.68316      0.75275
27101        1  174968571  174981163     27      11   79533      0.75433      0.22532
63931        1  174982094  174992591     23       8   84359      0.53176      0.29745
63923        1  175036994  175117202    402      38   90229       1.2509      0.10549
9674         1  175126123  175162229    133      18   89338      0.71413      0.23757
7143         1  175291935  175712752   1628     157   87377     -0.39724      0.65441
64326        1  175913967  176176386    830      34   82898      0.83402      0.20213
60676        1  176432307  176814737   1028      48   88637      0.62354      0.26647
460          1  176826441  177134024    888      75   89830      0.39254      0.34733
57795        1  177140058  177251558    252      35   88517     -0.46219      0.67803
89866        1  177892825  177939188    206      40   93939     -0.72279       0.7651
9462         1  178062864  178448649    824      35   83726    -0.055745      0.52223
400797       1  178463034  178468769     20       8   79105      0.12782      0.44914
84066        1  178482212  178492635     37      11   75717       -0.334      0.63081
55103        1  178694300  178890975    521      28   85971        2.032     0.021079
9068         1  178818670  178840215     42      12   90718       2.7397    0.0030747
9917         1  178994939  179045702    222      28   87372     0.050125      0.48001
64222        1  179050415  179067158     58      17   93578     -0.86256      0.80581
27           1  179068462  179198819    376      27   88781     -0.47652      0.68315
6646         1  179262849  179327815    319      23   93238      -1.0644      0.85643
126859       1  179334855  179523870   1285      24   96666       0.8568      0.19578
7827         1  179519674  179545086    128      19   92360       1.2984     0.097081
163589       1  179560748  179660407    384      21   90721       1.5964     0.055202
148753       1  179696912  179785333    393      48   83667      0.32134      0.37398
163590       1  179809102  179847867    112      19   74973      -0.4351      0.66826
26092        1  179851177  179889212    144      22   81787     -0.42737      0.66545
9857         1  179923908  180084015    527      27   85365     -0.28392      0.61177
5768         1  180123968  180169430    277      25   84003       2.7038    0.0034276
89884        1  180199433  180244188    236      47   92128      0.38222      0.35115
84320        1  180257352  180472022    700      29   86951      0.59281      0.27665
9213         1  180601146  180859415    639      37   83811       1.5514     0.060401
57710        1  180882313  180920745    144      37   79795      0.43697      0.33107
10228        1  180942164  180992074    115      19   85270       2.3208      0.01015
3140         1  181002561  181031074    123      28   89949       2.1998     0.013911
51278        1  181057638  181059979     10       5   83922      0.66069      0.25441
777          1  181452447  181775920   1084      88   85140      0.92084      0.17857
127665       1  182023705  182030847     13       4   67117     -0.79423      0.78647
2752         1  182350839  182361341     41      10   87762       1.3723     0.084982
127670       1  182367252  182369751     10       3   81430      0.84465      0.19915
353299       1  182419256  182529732    434      27   86416    -0.035297      0.51408
6041         1  182542769  182558420     44      16   85728       2.1062     0.017593
6004         1  182567758  182573548     14       7   73305       2.3735    0.0088097
85397        1  182613036  182653502    126      18   93053       1.4062     0.079829
80896        1  182758584  182799519    131      18   81262      0.75388      0.22546
1660         1  182808439  182857117    139      23   72156      0.27603      0.39126
81626        1  182869000  182922553    131      20   77386      0.24636       0.4027
3915         1  182992572  183114727    539      14   93252        1.383     0.083333
3918         1  183147952  183214262    296      22   91529       1.1556      0.12392
23057        1  183217372  183387634    587      42   86405       1.9785     0.023938
9887         1  183441506  183523328    148      34   82239     -0.48607      0.68654
4688         1  183524697  183560056    118      29   84501     0.008928      0.49644
10092        1  183595328  183605076     52       3   96772       2.4618    0.0069125
23179        1  183605208  183897666   1056      63   91946       2.0405     0.020648
403314       1  183615410  183622448     39       3   95689       2.3825    0.0085989
23127        1  183898988  184006904    411      41   92655      0.48213      0.31486
116461       1  184020811  184043346     39      14   91845     -0.52125       0.6989
81563        1  184356150  184598155    784      49   85017       1.4778     0.069732
80267        1  184659625  184724041    216      22   65324       0.4335      0.33233
116496       1  184760159  184943718    655      55   73802       1.4984     0.067017
6045         1  185014482  185071740    104      32   76597      0.47458      0.31754
81627        1  185087217  185126230     93      14   79849     -0.43669      0.66883
54823        1  185126155  185260913    266      25   73938       1.1035       0.1349
10625        1  185265520  185286461     35      13   75055       -1.316      0.90591
83872        1  185703683  186160085    893      52   80284       3.5584   0.00018656
10216        1  186265405  186283688     44       9   79652     -0.38797      0.65098
7175         1  186280784  186344883    183      24   81745     -0.57368      0.71691
54953        1  186344890  186390503    112      24   83004     -0.57196      0.71633
10896        1  186369704  186370587      5       3   69321      -1.8981      0.97116
5132         1  186412698  186430240     39       9   75142      0.56256      0.28687
5743         1  186640944  186649559     20       7   94641     -0.26393      0.60408
5321         1  186798032  186958113    621      60   90306      -1.6122      0.94654
101929766    1  189235212  189304663    244      12   88919       0.4122       0.3401
339479       1  190066792  190447534    949      48   86580     -0.90194      0.81645
64407        1  192127592  192154945     47      13   87185      0.39936      0.34481
431704       1  192286122  192336415    139      22   89706        1.446     0.074082
5996         1  192544857  192549159     16       7   83940       3.3713   0.00037405
6003         1  192605268  192629441     84      10   92930      0.36787      0.35648
5997         1  192778169  192781407      5       2   79051       1.9755     0.024105
51377        1  192981496  193029237     93      14   85565     -0.40956      0.65894
6738         1  193028552  193060907     72      17   82326     -0.17936      0.57117
51022        1  193065595  193075659     27       9   86699     -0.97445      0.83508
79577        1  193091088  193223945    365      22   87098     -0.46819      0.68017
8707         1  193147860  193155743     17       6   89282     -0.49953       0.6913
343450       1  196194913  196577690    910      31   82596       1.3774     0.084191
3075         1  196621008  196716634    330      21   79330      0.90949      0.18154
10878        1  196743925  196763203    109       4   62035     -0.29729      0.61688
3078         1  196788861  196801319     74       4   52146       1.4872     0.068486
10877        1  196857144  196887843     72      16   86986       1.4802     0.069408
3080         1  196912888  196928356     56      17   77082       1.4724     0.070459
81494        1  196946667  196978804     87      19   78638        2.646    0.0040726
2165         1  197007877  197036568     70      11   87987     -0.18949      0.57515
259266       1  197053257  197115824    117      13   90112     0.077388      0.46916
360023       1  197122814  197169672    106      18   83753     -0.20164       0.5799
23418        1  197170592  197447585    547      48   85640       4.9699   3.3494e-07
163486       1  197473878  197744623    458      29   85736       5.8998     1.82e-09
388722       1  197871682  197876497      8       5   82449      0.74214        0.229
56956        1  197881635  197904606     64      18   87355      0.25836      0.39806
140609       1  198126108  198291550    618      27   92748       1.9279     0.026936
127124       1  198492352  198510075     45      14   87412     -0.44596      0.67219
5788         1  198608098  198726605    378      35   92145       2.7141    0.0033228
2494         1  199996730  200146552    713      82   85607     -0.71848      0.76377
23528        1  200374075  200379186      4       2   76759       1.3496     0.088573
9928         1  200520625  200589862    277      24   89966     -0.77712      0.78145
83479        1  200609935  200639126    100      18   90290       1.4234     0.077309
23271        1  200708686  200829832    373      34   84722       1.0555      0.14561
2848         1  200842083  200843306      6       4   70141      0.59779      0.27499
55765        1  200860627  200884864     93      22   88854     -0.82724      0.79595
23046        1  200938514  200992828    199      26   81736     -0.10157      0.54045
779          1  201008635  201081694    345      57   85177     -0.55486       0.7105
647219       1  201083081  201084500      6       3   77977       1.7396     0.040961
252839       1  201103900  201140710    175      34   84978     -0.47807       0.6837
91156        1  201159952  201198080    194      39   87332       1.1701      0.12099
5317         1  201252580  201302121    254      19   91951      -1.5903      0.94411
7139         1  201328136  201346836     97      16   91823      0.25842      0.39804
3898         1  201349966  201368669     70      18   91174       1.6346     0.051067
7135         1  201372895  201390874     53      18   89355       1.4576     0.072482
23612        1  201434607  201438299     17       8   84478     -0.11262      0.54483
1465         1  201452658  201476387    111      19   88480      0.57443      0.28284
89796        1  201508243  201796102    988     103   86608       1.5084     0.065732
55705        1  201798288  201853422    152      35   77138       1.5735     0.057799
149345       1  201857797  201861715     12       6   78177       1.3029       0.0963
25802        1  201865584  201915716    162      33   86873      0.41281      0.33987
10440        1  201924619  201939789     50      11   91555       1.5921     0.055686
6051         1  201951766  201975275    135      18   96279      0.88448      0.18822
1999         1  201979647  201986316     17       6   84528       2.5012     0.006189
9283         1  202092029  202098634     37      12   91505       1.6537     0.049099
127829       1  202102532  202113871     29      10   79540        1.686     0.045898
5778         1  202116141  202130716     60      26   84074       1.3077     0.095486
59352        1  202163118  202288889    412      49   87970      0.13213      0.44744
29089        1  202300785  202311094     25       9   68481      -1.0797      0.85986
4660         1  202317830  202557697    512      29   73737     -0.18952      0.57516
127833       1  202559724  202679551    390      60   84606       0.7892        0.215
10765        1  202696532  202777549    260      22   89596       1.2563      0.10451
5877         1  202847410  202858385     38       8   92158      0.31712      0.37558
59349        1  202860230  202897766    100      12   89691      0.65687      0.25563
51094        1  202909960  202927700     71      17   84416       -1.361      0.91324
51706        1  202931001  202936404     11       3   94968     0.023021      0.49082
92703        1  202976520  202993976     38      10   85173      0.42296      0.33616
8497         1  202995649  203047864    203      32   93001     -0.28496      0.61216
4656         1  203052257  203055166     17       7   76005      0.54708      0.29216
134          1  203096833  203136533    155      34   87070       1.6004      0.05476
4608         1  203136939  203144969     25       9   89946       1.1965      0.11574
1116         1  203148059  203155978     33       7   93604     -0.13592      0.55406
1118         1  203185207  203198860     52      13   90517      0.20496       0.4188
7832         1  203274664  203278730      8       3   96186        1.617     0.052944
2331         1  203309749  203320557     49      15   82121        1.938     0.026312
5549         1  203444883  203460480     61      13   79206     -0.59851      0.72525
26254        1  203463271  203478077     69      14   82826     -0.71977      0.76417
493          1  203595915  203713209    367      49   83988     0.028174      0.48876
54900        1  203734284  203745500     44       7   88627       0.9572      0.16923
9877         1  203764665  203823256    204      19   88347    -0.038606       0.5154
100381270    1  203766651  203769590      5       2   98547      -1.4295      0.92357
6635         1  203830740  203840280     40       6  100070      -1.0183      0.84573
9580         1  204042237  204096871    195      53   87168      0.81153      0.20853
55224        1  204100190  204121307     70      27   83422      -1.6526      0.95079
5972         1  204123944  204135465     51      13   92120     -0.61279      0.72999
3814         1  204159469  204165619     28       6   88879     -0.43186      0.66708
127845       1  204167288  204183220     50      16   84340      -1.6296      0.94841
22874        1  204187979  204329057    594      40   86900     -0.39615        0.654
84919        1  204369781  204380945     24       9   80530       -1.444      0.92563
5287         1  204391756  204463943    265      30   76339      -1.0595      0.85532
4194         1  204485507  204596131    423      30   75215      0.79276      0.21396
10446        1  204586298  204654597    275      36   79579     -0.10215      0.54068
23114        1  204797782  204991950    779      69   86999      0.32868       0.3712
6900         1  205012340  205047173    167      25   88664      0.60545      0.27244
388730       1  205052257  205053588      8       4   78704       1.6184     0.052786
5929         1  205055270  205091150    126      19   89924      0.72241      0.23502
25778        1  205111631  205180727    201      20   87282      0.46449      0.32115
9911         1  205197038  205242471    161      22   88608      0.96656      0.16688
81788        1  205271191  205290883     76      22   82940       1.0626      0.14399
55220        1  205305193  205326218    120      20   91356     -0.34874      0.63636
93273        1  205350506  205391214    173      17   91599      -2.8686      0.99794
5129         1  205473684  205501921    147      39   91494      -0.9337      0.82477
148808       1  205538112  205572046    150      27   92009     -0.78666      0.78426
2005         1  205577071  205602971     76      17   89899      -1.7219      0.95745
85414        1  205626979  205649630     82      25   85248        1.052       0.1464
64710        1  205681947  205719372    118      27   83969       1.4632     0.071712
8934         1  205737114  205744615     31       8   98457        1.395     0.081514
254428       1  205758221  205782887     74      18   91843       1.7775     0.037739
148811       1  205797150  205819276     71      23   86344       1.6371     0.050803
115019       1  205882176  205912588    148      24   90253      0.48477      0.31392
729533       1  206138911  206155074      3       1   34860      0.19131      0.42414
553          1  206224283  206231482     48       7   81362     -0.50325      0.69261
440712       1  206238872  206288236    106      13   61750       1.8801      0.03005
1510         1  206317459  206332104     22       3   87254     -0.76765      0.77865
9641         1  206643586  206670223    115      29   88379       6.1094        5e-10
83593        1  206680866  206762616    241      39   90498       2.3773    0.0087191
1939         1  206764974  206785904     75      18   85776     -0.19735      0.57822
8444         1  206808881  206823229     30      11   80336      0.98616      0.16203
9261         1  206858295  206907630    158      33   82631      0.56753      0.28518
3586         1  206940948  206945839     24       8   77663        3.365   0.00038269
29949        1  206972215  207016326    160      29   87948       1.2451      0.10655
50604        1  207038699  207042568      7       4   76427       1.8186     0.034487
11009        1  207070630  207077484     18       5   85860      0.63544      0.26257
9214         1  207076630  207095378     40      10   82301       1.0082      0.15668
5284         1  207101867  207119814     62      17   78407       1.8323      0.03345
83953        1  207131312  207143970     51       8   84891       4.2448   1.0938e-05
79098        1  207191866  207208555     59       7   34791    -0.037763      0.51506
5208         1  207207761  207254368     98      20   74788     -0.15485      0.56153
55432        1  207217194  207226325     22       9   79343     -0.28379      0.61171
725          1  207262210  207273338     31      10   74254      -0.1325      0.55271
722          1  207277583  207318317    145      25   83314     -0.36868      0.64382
1604         1  207494817  207534311    103      15   86789      0.66982      0.25149
1380         1  207627645  207663240    111      21   82420      0.83338      0.20232
1378         1  207669473  207815110    337      29   85741       1.9943     0.023059
1379         1  207818458  207897036    417      25   93888      0.60585      0.27231
4179         1  207925383  207968861    137      22   84900     -0.10685      0.54254
947          1  208059883  208084742    101      21   88445     0.072393      0.47114
5362         1  208195587  208417665    837      79   86612       1.6341     0.051119
642587       1  209602168  209605894     12       5   76767       2.4612    0.0069234
57172        1  209757045  209787284    123      22   94709      0.27565      0.39141
3914         1  209788215  209825820    179      32   88602      0.14319      0.44307
50486        1  209848670  209849735      4       2   99088     -0.16575      0.56582
3290         1  209859525  209908295    129      21   82795       1.2832     0.099718
80342        1  209929393  209955668    108      16   89840       1.8821     0.029908
148304       1  209955662  209957890      3       2   92394       -0.931      0.82407
3664         1  209958968  209979520     73      11   91900       1.0172      0.15454
27042        1  210001312  210030910    126      16   95116    -0.084105      0.53351
255928       1  210111519  210337636    715      39   75622     -0.44496      0.67182
56256        1  210406195  210420252     34      20   65344     -0.92556      0.82266
55733        1  210501596  210849638   1676     130   90291       1.4151     0.078516
3756         1  210851657  211307457   1825     105   91192     -0.26394      0.60409
55758        1  211432708  211489727    221      31   90782        1.079      0.14029
7188         1  211499849  211548403    145      30   86333      0.71428      0.23753
343035       1  211649864  211666259     66      20   83668       1.6637     0.048082
7779         1  211748381  211752099      6       2  103614     -0.56798      0.71497
4751         1  211831598  211848972     54      15   89902      -1.1958      0.88412
9926         1  211916799  212048531    515      32   90212       0.7772      0.21852
25896        1  212113741  212209002    395      24   94383    0.0019909      0.49921
51514        1  212208919  212278187    276      26   92851      0.48028      0.31551
5525         1  212458879  212535205    209      27   92868       1.9636      0.02479
55248        1  212537816  212588267    160      29   89243       1.7476      0.04027
29937        1  212606229  212619721     57      12   88495       1.1042      0.13474
467          1  212738676  212794119    252      36   92109    -0.045251      0.51805
149647       1  212797789  212800120     14       8   80013      -1.8971       0.9711
55509        1  212859759  212873327     63      20   84945       1.6407     0.050428
25936        1  212899495  212965139    336      17   94250       2.1108     0.017395
128387       1  212965170  212990167    126      11   96443       1.2854     0.099322
149643       1  213003483  213020991     98      16   94197      0.66031      0.25453
28982        1  213031597  213072705    273      13   98498     -0.11407      0.54541
79805        1  213123887  213164986    140      26   91741      0.34104      0.36654
90806        1  213165524  213189168     48      13   78789        1.445     0.074231
26750        1  213224588  213446808    393      31   81532     -0.44774      0.67283
5629         1  214161278  214214853    153      27   85243       1.2792      0.10041
56950        1  214454565  214510477    228      30   94308    -0.044228      0.51764
5784         1  214521640  214725024    941      78   88695     -0.69196      0.75552
1063         1  214776522  214837914    263      20   89329      0.26225      0.39656
3776         1  215178885  215410436    893      42   87490       1.0355      0.15023
51133        1  215740528  215795149    107      10   41454     -0.32129        0.626
7399         1  215796236  216596738   2977     185   85753       1.9808     0.023806
2104         1  216676588  217311097   2632     193   90680      0.50042      0.30839
55105        1  217603834  217804426    698      69   85588      0.89455      0.18551
128153       1  217804684  218040492    927      50   88065      0.97373      0.16509
51018        1  218458629  218511325    101       9   90577     -0.43584      0.66852
7042         1  218518676  218617961    296      52   85744      0.10256      0.45915
127018       1  219347192  219386207     84      17   86995      0.81947      0.20626
55532        1  220087606  220101993     41      13   83095      0.55045        0.291
2058         1  220141940  220220000    355      17   87008     -0.76002      0.77638
10380        1  220230824  220263249     94      26   80464      -2.2249      0.98696
55699        1  220267455  220321383    158      27   85347      -1.9945      0.97695
25782        1  220321610  220445843    326      27   86059      -1.5044      0.93376
4139         1  220701568  220837799    335      23   85686     -0.36699      0.64319
79762        1  220863628  220872499     38       9   96300       1.0872      0.13848
54996        1  220921325  220958157    323      12   43095       1.9305     0.026774
64757        1  220960039  220987741    189      25   58690       1.8477      0.03232
3142         1  221052743  221058401     18       5   92332        2.585    0.0048692
11221        1  221874764  221916204    128      33   82133    -0.068071      0.52714
79802        1  222695602  222721444    146      15   75756       2.2163     0.013334
9015         1  222730990  222763438    104      17   82181     -0.92717      0.82308
375056       1  222791444  222841351    155      20   84875      -0.5459      0.70743
64853        1  222841355  222886602    106      25   80507      -1.2468      0.89377
148362       1  222885906  222908529     44      14   84482      -1.7979       0.9639
400823       1  222910558  222926932     40      14   76429     -0.36217      0.64139
84976        1  222988342  223179337    701      45   83396       1.2059      0.11393
7100         1  223282748  223316624    140      17   87394       1.1338      0.12845
55061        1  223394161  223537564    404      33   90802       3.2952   0.00049182
164127       1  223566715  223568812      9       2   96380      0.41328       0.3397
388743       1  223714972  223853436    350      35   87192     -0.53422       0.7034
824          1  223889295  223963720    296      21   85573     0.010984      0.49562
7159         1  223967595  224033674    174      21   87280     0.053309      0.47874
23219        1  224301789  224349749    148      14   94655       0.4054      0.34259
8560         1  224370910  224381143     27       7   86990     -0.82515      0.79536
4931         1  224415036  224517891    302      34   78409     0.064122      0.47444
29097        1  224544513  224567154     63      11   72072      0.84318      0.19956
80232        1  224572845  224622001    100      13   85698      0.80476      0.21048
101928291    1  224621806  224647598     74       8   86997      0.87545      0.19066
149111       1  224734563  224928269    706      44   87780       0.4863      0.31338
127602       1  225117356  225586996   1949      43   88223     -0.68967       0.7548
3930         1  225589204  225616557     93      20   90926      0.81523      0.20747
55740        1  225674534  225840845    461      28   88776     -0.17274      0.56857
6726         1  225965515  225978168     42      10   96158      -1.1529      0.87553
2052         1  225997797  226033264    164      48   87694     -0.99042      0.83902
9725         1  226033233  226070420    138      20   90705     -0.98022      0.83651
10637        1  226073982  226076846     19       4   83505      0.66243      0.25385
29920        1  226107577  226112040     11       6   76889      0.62113      0.26726
7044         1  226124298  226129083      6       3   95649      0.83384      0.20219
163859       1  226170403  226187099     36      12   64940       1.5158     0.064787
3020         1  226250408  226259703     21      11   70515      0.68328      0.24722
64746        1  226332380  226374423    141      25   72883       1.1679      0.12142
83881        1  226411325  226414756      2       1  103614       0.2414      0.40462
286826       1  226418850  226497789    180      32   85972     -0.54803      0.70816
142          1  226548392  226595801    158      18   89354       1.2292       0.1095
375057       1  226736501  226796915    225      40   91187        2.698    0.0034879
3707         1  226819391  226927028    285      45   81587       1.8811     0.029982
5664         1  227057885  227083804    112      18   75734       1.4925     0.067778
56997        1  227084589  227175246    300      56   85291       2.5175    0.0059101
8476         1  227177566  227506193   1888      28   95445       2.0579     0.019799
339500       1  227751220  227865144    406      27   79164       2.3308    0.0098807
65094        1  227918890  227923284     21      10   81331       2.5708    0.0050736
116841       1  227922697  227968932    191      30   75586       1.8451     0.032513
339501       1  228003418  228034171    145      27   86621     -0.67716      0.75085
7483         1  228109165  228135676    106      17   82488      -0.7678       0.7787
101060022    1  228156662  228159059     20       4   86425     -0.43645      0.66874
89780        1  228194723  228248972    148      25   81604       -1.102      0.86476
100506571    1  228261610  228264258      3       2   62076      -1.8266      0.96612
375          1  228270361  228286913     38      13   78431     -0.54123      0.70583
79169        1  228288428  228293112      8       4   86251      -1.0534      0.85391
128308       1  228294380  228297037      2       1   77950     -0.41795      0.66201
2987         1  228327668  228336656     21       9   78529      -1.1527      0.87548
57165        1  228337415  228347527     21      10   67959     0.057189       0.4772
200205       1  228353429  228369958     34      11   80982       -1.784      0.96279
84033        1  228395740  228566577    681      42   81412     -0.78308      0.78321
101927401    1  228549180  228554500     29       7   89514      -1.1187      0.86837
81559        1  228581373  228594584     29       8   82911     -0.33756      0.63215
51127        1  228594858  228604583     26       9   58880     -0.27332       0.6077
8290         1  228612546  228613026      2       1  103176     -0.34181      0.63375
92815        1  228645065  228645560      1       1   12238      0.52153        0.301
149603       1  228674277  228697598    108      23   65942      0.31288      0.37719
100129094    1  228698060  228699699      9       4   46791      0.74613      0.22779
58480        1  228780394  228882416    286      32   86789      0.33284      0.36963
5867         1  229406809  229441641     84      11   94447      0.23892      0.40558
10638        1  229440129  229441251      2       1   89742    -0.094144       0.5375
126731       1  229456752  229478688     73      14   86671     -0.12391      0.54931
58           1  229566992  229569858      7       3   88468   -0.0078615      0.50314
55746        1  229577044  229644088    228      20   72703      0.72361      0.23465
23456        1  229652329  229694442     98      16   80022       1.1422      0.12668
27097        1  229728858  229761794     97      15   90306     -0.27182      0.60712
9816         1  229761981  229795946     84      13   89543      -1.0079      0.84324
2590         1  230202956  230417875   1052      86   87759       1.8518     0.032029
79605        1  230457392  230561674    517      59   88002       1.7555     0.039591
22796        1  230778202  230829731    214      37   89959     -0.19419      0.57699
183          1  230838269  230850336     68      16   89907      -1.1223      0.86914
10753        1  230883089  230937749    312      34   90661      0.27892      0.39015
84886        1  230972865  231005335    160      31   84209       1.3911     0.082091
79573        1  231041987  231114618    325      25   90390      0.12723      0.44938
64801        1  231114823  231136479     89      16   81644       1.0744      0.14133
375061       1  231154704  231175995    132      27   94430    -0.098321      0.53916
440730       1  231298674  231357314    214      36   94603      -1.6565      0.95119
149373       1  231319845  231323373     21       7   99943    -0.018902      0.50754
128061       1  231359509  231376933     48      13   92913       -1.324      0.90724
8443         1  231376919  231413719    104      12   91701     -0.95969      0.83139
149371       1  231468482  231473578     12       5   78249    -0.079725      0.53177
83932        1  231473682  231506297    105      10   86549      0.11411      0.45458
54583        1  231499497  231560790    335      11   94181     0.049272      0.48035
7257         1  231664399  231702270     68      21   88193      0.56784      0.28507
27185        1  231762561  232177018   1509     133   87720      0.68338      0.24718
57568        1  232533711  232765907   1008      91   87094       0.7395       0.2298
54627        1  232940638  232946092     14       4   91932      0.16633      0.43395
84284        1  233086277  233114548     78      11   97031     -0.75469      0.77478
80003        1  233119855  233431459   1379      86   89085      -1.4346       0.9243
84451        1  233463514  233520894    242      28   95639      0.26867      0.39409
3775         1  233749750  233808258    259      50   84364      0.65939      0.25482
148641       1  234040679  234460262   1952     142   89969     -0.19159      0.57597
388753       1  234508932  234519795     52       6   95253      -1.0911       0.8624
6894         1  234527059  234614863    485      55   92850      -0.9963      0.84045
359948       1  234740015  234745271     16       8   79705       2.9899    0.0013955
9804         1  235272656  235292256     63      12   81270       1.3291     0.091901
23029        1  235294498  235324571     71      11   86803       1.6328     0.051253
51742        1  235330210  235491532    498      20   82415       0.7223      0.23506
9453         1  235491753  235507847     61      12   69810      0.22466      0.41112
6905         1  235530728  235612280    324      26   87777      0.38258      0.35102
148789       1  235610505  235667781    173      21   87326       1.1072      0.13411
