axis	program_type	gene_symbol	gene_id	annotation_status	chromosome	start	end	MHC_status	included_primary	exclusion_reason
F1	EXTENDED	PSMG3	84262	mapped	7	1606968	1609668	non_MHC	True	included_primary
F1	EXTENDED	PSMG4	389362	mapped	6	3259162	3268300	non_MHC	True	included_primary
F1	EXTENDED	PTCD3	55037	mapped	2	86333305	86369280	non_MHC	True	included_primary
F1	EXTENDED	PTF1A	256297	mapped	10	23481460	23483181	non_MHC	True	included_primary
F1	EXTENDED	PTK2B	2185	mapped	8	27168999	27316908	non_MHC	True	included_primary
F1	EXTENDED	PTPN1	5770	mapped	20	49126858	49201299	non_MHC	True	included_primary
F1	EXTENDED	PTPN11	5781	mapped	12	112856536	112947717	non_MHC	True	included_primary
F1	EXTENDED	PTPRF	5792	mapped	1	43991708	44089343	non_MHC	True	included_primary
F1	EXTENDED	RAI1	10743	mapped	17	17584787	17714767	non_MHC	True	included_primary
F1	EXTENDED	RARA	5914	mapped	17	38465423	38513895	non_MHC	True	included_primary
F1	EXTENDED	RBFOX3	146713	mapped	17	77085427	77512230	non_MHC	True	included_primary
F1	EXTENDED	RBL1	5933	mapped	20	35624752	35724403	non_MHC	True	included_primary
F1	EXTENDED	RBPJ	3516	mapped	4	26165077	26436753	non_MHC	True	included_primary
F1	EXTENDED	RBX1	9978	mapped	22	41347351	41369019	non_MHC	True	included_primary
F1	EXTENDED	REST	5978	mapped	4	57774042	57802010	non_MHC	True	included_primary
F1	EXTENDED	RET	5979	mapped	10	43572517	43625799	non_MHC	True	included_primary
F1	EXTENDED	RFX6	222546	mapped	6	117198376	117253326	non_MHC	True	included_primary
F1	EXTENDED	RHOA	387	mapped	3	49396569	49449526	non_MHC	True	included_primary
F1	EXTENDED	RHOU	58480	mapped	1	228780394	228882416	non_MHC	True	included_primary
F1	EXTENDED	RNF111	54778	mapped	15	59279865	59389618	non_MHC	True	included_primary
F1	EXTENDED	RNPC3	55599	mapped	1	104068323	104097861	non_MHC	True	included_primary
F1	EXTENDED	RNU11	NA	unmapped_to_NCBI37.3_gene_loc	NA	NA	NA	not_mapped	False	unmapped_to_NCBI37.3_gene_loc
F1	EXTENDED	RNU12	NA	unmapped_to_NCBI37.3_gene_loc	NA	NA	NA	not_mapped	False	unmapped_to_NCBI37.3_gene_loc
F1	EXTENDED	RNU4ATAC	NA	unmapped_to_NCBI37.3_gene_loc	NA	NA	NA	not_mapped	False	unmapped_to_NCBI37.3_gene_loc
F1	EXTENDED	RORA	6095	mapped	15	60780483	61521502	non_MHC	True	included_primary
F1	EXTENDED	RORB	6096	mapped	9	77112252	77303534	non_MHC	True	included_primary
F1	EXTENDED	RORC	6097	mapped	1	151778547	151804348	non_MHC	True	included_primary
F1	EXTENDED	RPS27A	6233	mapped	2	55459039	55462989	non_MHC	True	included_primary
F1	EXTENDED	RXRA	6256	mapped	9	137218316	137332431	non_MHC	True	included_primary
F1	EXTENDED	SAMM50	25813	mapped	22	44351261	44392412	non_MHC	True	included_primary
F1	EXTENDED	SCD5	79966	mapped	4	83550690	83720010	non_MHC	True	included_primary
F1	EXTENDED	SEL1L	6400	mapped	14	81937891	82000205	non_MHC	True	included_primary
F1	EXTENDED	SEM1	NA	unmapped_to_NCBI37.3_gene_loc	NA	NA	NA	not_mapped	False	unmapped_to_NCBI37.3_gene_loc
F1	EXTENDED	SERPINE1	5054	mapped	7	100770370	100782547	non_MHC	True	included_primary
F1	EXTENDED	SF3B1	23451	mapped	2	198256698	198299815	non_MHC	True	included_primary
F1	EXTENDED	SF3B2	10992	mapped	11	65819264	65836382	non_MHC	True	included_primary
F1	EXTENDED	SF3B3	23450	mapped	16	70557691	70611571	non_MHC	True	included_primary
F1	EXTENDED	SF3B4	10262	mapped	1	149895209	149901449	non_MHC	True	included_primary
F1	EXTENDED	SF3B5	83443	mapped	6	144416018	144416754	non_MHC	True	included_primary
F1	EXTENDED	SF3B6	51639	mapped	2	24290454	24299314	non_MHC	True	included_primary
F1	EXTENDED	SHC1	6464	mapped	1	154934774	154946959	non_MHC	True	included_primary
F1	EXTENDED	SHH	6469	mapped	7	155595558	155604967	non_MHC	True	included_primary
F1	EXTENDED	SIRT1	23411	mapped	10	69644427	69678147	non_MHC	True	included_primary
F1	EXTENDED	SKI	6497	mapped	1	2160134	2241652	non_MHC	True	included_primary
F1	EXTENDED	SKIL	6498	mapped	3	170075473	170114637	non_MHC	True	included_primary
F1	EXTENDED	SKP1	6500	mapped	5	133492082	133512724	non_MHC	True	included_primary
F1	EXTENDED	SLC25A12	8604	mapped	2	172639915	172750816	non_MHC	True	included_primary
F1	EXTENDED	SLC25A13	10165	mapped	7	95749532	95951459	non_MHC	True	included_primary
F1	EXTENDED	SLC25A4	291	mapped	4	186064417	186071538	non_MHC	True	included_primary
F1	EXTENDED	SLC25A6	NA	unmapped_to_NCBI37.3_gene_loc	NA	NA	NA	not_mapped	False	unmapped_to_NCBI37.3_gene_loc
F1	EXTENDED	SLC2A2	6514	mapped	3	170714137	170744768	non_MHC	True	included_primary
F1	EXTENDED	SMAD1	4086	mapped	4	146402951	146480328	non_MHC	True	included_primary
F1	EXTENDED	SMAD2	4087	mapped	18	45359466	45457564	non_MHC	True	included_primary
F1	EXTENDED	SMAD3	4088	mapped	15	67358036	67487533	non_MHC	True	included_primary
F1	EXTENDED	SMAD4	4089	mapped	18	48556583	48611412	non_MHC	True	included_primary
F1	EXTENDED	SMAD5	4090	mapped	5	135468536	135518422	non_MHC	True	included_primary
F1	EXTENDED	SMAD6	4091	mapped	15	66994674	67074338	non_MHC	True	included_primary
F1	EXTENDED	SMAD7	4092	mapped	18	46446223	46477081	non_MHC	True	included_primary
F1	EXTENDED	SMAD9	4093	mapped	13	37418968	37494409	non_MHC	True	included_primary
F1	EXTENDED	SMARCA4	6597	mapped	19	11071598	11172958	non_MHC	True	included_primary
F1	EXTENDED	SMARCD3	6604	mapped	7	150936059	150974231	non_MHC	True	included_primary
F1	EXTENDED	SMURF1	57154	mapped	7	98625058	98741743	non_MHC	True	included_primary
F1	EXTENDED	SMURF2	64750	mapped	17	62538400	62658386	non_MHC	True	included_primary
F1	EXTENDED	SNRNP200	23020	mapped	2	96940074	96971307	non_MHC	True	included_primary
F1	EXTENDED	SNRNP25	79622	mapped	16	103829	107669	non_MHC	True	included_primary
F1	EXTENDED	SNRNP35	11066	mapped	12	123942191	123950941	non_MHC	True	included_primary
F1	EXTENDED	SNRNP40	9410	mapped	1	31732415	31769644	non_MHC	True	included_primary
F1	EXTENDED	SNRNP48	154007	mapped	6	7590432	7612200	non_MHC	True	included_primary
F1	EXTENDED	SNRPB	6628	mapped	20	2442281	2451499	non_MHC	True	included_primary
F1	EXTENDED	SNRPD1	6632	mapped	18	19192260	19210208	non_MHC	True	included_primary
F1	EXTENDED	SNRPD2	6633	mapped	19	46190712	46195569	non_MHC	True	included_primary
F1	EXTENDED	SNRPD3	6634	mapped	22	24951618	24970932	non_MHC	True	included_primary
F1	EXTENDED	SNRPE	6635	mapped	1	203830740	203840280	non_MHC	True	included_primary
F1	EXTENDED	SNRPF	6636	mapped	12	96252709	96260238	non_MHC	True	included_primary
F1	EXTENDED	SNRPG	6637	mapped	2	70508510	70520869	non_MHC	True	included_primary
F1	EXTENDED	SNW1	22938	mapped	14	78183942	78227542	non_MHC	True	included_primary
F1	EXTENDED	SOS1	6654	mapped	2	39208690	39347686	non_MHC	True	included_primary
F1	EXTENDED	SOX10	6663	mapped	22	38368319	38380556	non_MHC	True	included_primary
F1	EXTENDED	SP1	6667	mapped	12	53773979	53810230	non_MHC	True	included_primary
F1	EXTENDED	SPAG9	9043	mapped	17	49039535	49198226	non_MHC	True	included_primary
F1	EXTENDED	SPTAN1	6709	mapped	9	131314837	131395944	non_MHC	True	included_primary
F1	EXTENDED	SPTBN1	6711	mapped	2	54683454	54898583	non_MHC	True	included_primary
F1	EXTENDED	SRC	6714	mapped	20	35973088	36033835	non_MHC	True	included_primary
F1	EXTENDED	SREBF2	6721	mapped	22	42229083	42303312	non_MHC	True	included_primary
F1	EXTENDED	SRF	6722	mapped	6	43138920	43149244	non_MHC	True	included_primary
F1	EXTENDED	SRGAP2	NA	unmapped_to_NCBI37.3_gene_loc	NA	NA	NA	not_mapped	False	unmapped_to_NCBI37.3_gene_loc
F1	EXTENDED	SRSF1	6426	mapped	17	56078280	56084707	non_MHC	True	included_primary
F1	EXTENDED	SRSF2	6427	mapped	17	74730197	74733493	non_MHC	True	included_primary
F1	EXTENDED	SRSF6	6431	mapped	20	42086504	42092245	non_MHC	True	included_primary
F1	EXTENDED	SRSF7	6432	mapped	2	38970741	38978636	non_MHC	True	included_primary
F1	EXTENDED	STAM	8027	mapped	10	17686124	17758823	non_MHC	True	included_primary
F1	EXTENDED	STAM2	10254	mapped	2	152973315	153032506	non_MHC	True	included_primary
F1	EXTENDED	STAT1	6772	mapped	2	191833762	191878976	non_MHC	True	included_primary
F1	EXTENDED	STRAP	11171	mapped	12	16035288	16056412	non_MHC	True	included_primary
F1	EXTENDED	STUB1	10273	mapped	16	730115	732768	non_MHC	True	included_primary
F1	EXTENDED	SYT10	341359	mapped	12	33528348	33592754	non_MHC	True	included_primary
F1	EXTENDED	SYVN1	84447	mapped	11	64894751	64902285	non_MHC	True	included_primary
F1	EXTENDED	TACC3	10460	mapped	4	1723217	1746905	non_MHC	True	included_primary
F1	EXTENDED	TAFAZZIN	NA	unmapped_to_NCBI37.3_gene_loc	NA	NA	NA	not_mapped	False	unmapped_to_NCBI37.3_gene_loc
F1	EXTENDED	TBL1X	6907	mapped	X	9431335	9687780	non_MHC	True	included_primary
F1	EXTENDED	TBL1XR1	79718	mapped	3	176738542	176915048	non_MHC	True	included_primary
F1	EXTENDED	TCF12	6938	mapped	15	57210833	57580716	non_MHC	True	included_primary
F1	EXTENDED	TCF3	6929	mapped	19	1609289	1652328	non_MHC	True	included_primary
F1	EXTENDED	TCF4	6925	mapped	18	52889562	53303252	non_MHC	True	included_primary
F1	EXTENDED	TCIRG1	10312	mapped	11	67806462	67818366	non_MHC	True	included_primary
F1	EXTENDED	TEAD1	7003	mapped	11	12695969	12966284	non_MHC	True	included_primary
F1	EXTENDED	TFDP1	7027	mapped	13	114239003	114295788	non_MHC	True	included_primary
F1	EXTENDED	TFDP2	7029	mapped	3	141663270	141868386	non_MHC	True	included_primary
F1	EXTENDED	TGFB1	7040	mapped	19	41836812	41859831	non_MHC	True	included_primary
F1	EXTENDED	TGFB2	7042	mapped	1	218518676	218617961	non_MHC	True	included_primary
F1	EXTENDED	TGFB3	7043	mapped	14	76424440	76449334	non_MHC	True	included_primary
F1	EXTENDED	TGFBR1	7046	mapped	9	101867412	101916474	non_MHC	True	included_primary
F1	EXTENDED	TGFBR2	7048	mapped	3	30647994	30735634	non_MHC	True	included_primary
F1	EXTENDED	TGFBR3	7049	mapped	1	92145900	92371559	non_MHC	True	included_primary
F1	EXTENDED	TGIF1	7050	mapped	18	3411925	3458409	non_MHC	True	included_primary
F1	EXTENDED	TGIF2	60436	mapped	20	35201876	35222355	non_MHC	True	included_primary
F1	EXTENDED	TGS1	96764	mapped	8	56685791	56738007	non_MHC	True	included_primary
F1	EXTENDED	THEM4	117145	mapped	1	151843342	151882361	non_MHC	True	included_primary
F1	EXTENDED	TIMM10	26519	mapped	11	57295936	57298232	non_MHC	True	included_primary
F1	EXTENDED	TIMM10B	26515	mapped	11	6502677	6506109	non_MHC	True	included_primary
F1	EXTENDED	TIMM13	26517	mapped	19	2425622	2427914	non_MHC	True	included_primary
F1	EXTENDED	TIMM17A	10440	mapped	1	201924619	201939789	non_MHC	True	included_primary
F1	EXTENDED	TIMM17B	10245	mapped	X	48750730	48755489	non_MHC	True	included_primary
F1	EXTENDED	TIMM21	29090	mapped	18	71815746	71826204	non_MHC	True	included_primary
F1	EXTENDED	TIMM22	29928	mapped	17	900357	905407	non_MHC	True	included_primary
F1	EXTENDED	TIMM23	100287932	mapped	10	51592080	51623386	non_MHC	True	included_primary
F1	EXTENDED	TIMM44	10469	mapped	19	7991603	8008708	non_MHC	True	included_primary
F1	EXTENDED	TIMM50	92609	mapped	19	39971052	39981528	non_MHC	True	included_primary
F1	EXTENDED	TIMM8A	1678	mapped	X	100575548	100603957	non_MHC	True	included_primary
F1	EXTENDED	TIMM8B	26521	mapped	11	111955524	111957522	non_MHC	True	included_primary
F1	EXTENDED	TIMM9	26520	mapped	14	58875370	58894232	non_MHC	True	included_primary
F1	EXTENDED	TIMP1	7076	mapped	X	47441690	47446190	non_MHC	True	included_primary
F1	EXTENDED	TIMP2	7077	mapped	17	76849059	76921472	non_MHC	True	included_primary
F1	EXTENDED	TLR9	54106	mapped	3	52255096	52260179	non_MHC	True	included_primary
F1	EXTENDED	TNRC6A	27327	mapped	16	24741028	24837548	non_MHC	True	included_primary
F1	EXTENDED	TNRC6B	23112	mapped	22	40440046	40731812	non_MHC	True	included_primary
F1	EXTENDED	TNRC6C	57690	mapped	17	76000194	76104916	non_MHC	True	included_primary
F1	EXTENDED	TOMM20	9804	mapped	1	235272656	235292256	non_MHC	True	included_primary
F1	EXTENDED	TOMM22	56993	mapped	22	39077954	39080765	non_MHC	True	included_primary
F1	EXTENDED	TOMM40	10452	mapped	19	45394477	45406946	non_MHC	True	included_primary
F1	EXTENDED	TOMM5	401505	mapped	9	37588410	37592636	non_MHC	True	included_primary
F1	EXTENDED	TOMM6	100188893	mapped	6	41755181	41757634	non_MHC	True	included_primary
F1	EXTENDED	TOMM7	54543	mapped	7	22852251	22862471	non_MHC	True	included_primary
F1	EXTENDED	TOMM70	NA	unmapped_to_NCBI37.3_gene_loc	NA	NA	NA	not_mapped	False	unmapped_to_NCBI37.3_gene_loc
F1	EXTENDED	TP53	7157	mapped	17	7571720	7590868	non_MHC	True	included_primary
F1	EXTENDED	TRIB3	57761	mapped	20	356447	378203	non_MHC	True	included_primary
F1	EXTENDED	TRIM33	51592	mapped	1	114935399	115053781	non_MHC	True	included_primary
F1	EXTENDED	TSFM	10102	mapped	12	58176528	58196639	non_MHC	True	included_primary
F1	EXTENDED	TUFM	7284	mapped	16	28853732	28857729	non_MHC	True	included_primary
F1	EXTENDED	TXNL1	9352	mapped	18	54270053	54305920	non_MHC	True	included_primary
F1	EXTENDED	TXNL4A	10907	mapped	18	77732867	77748546	non_MHC	True	included_primary
F1	EXTENDED	UBA52	7311	mapped	19	18674576	18688270	non_MHC	True	included_primary
F1	EXTENDED	UBB	7314	mapped	17	16284367	16286059	non_MHC	True	included_primary
F1	EXTENDED	UBC	7316	mapped	12	125396192	125399587	non_MHC	True	included_primary
F1	EXTENDED	UBE2C	11065	mapped	20	44441255	44445596	non_MHC	True	included_primary
F1	EXTENDED	UBE2D1	7321	mapped	10	60094739	60130513	non_MHC	True	included_primary
F1	EXTENDED	UBE2D3	7323	mapped	4	103715540	103790050	non_MHC	True	included_primary
F1	EXTENDED	UBE2E1	7324	mapped	3	23847384	23933131	non_MHC	True	included_primary
F1	EXTENDED	UBE2M	9040	mapped	19	59067079	59070343	non_MHC	True	included_primary
F1	EXTENDED	UBE2S	27338	mapped	19	55912650	55919325	non_MHC	True	included_primary
F1	EXTENDED	UCHL5	51377	mapped	1	192981496	193029237	non_MHC	True	included_primary
F1	EXTENDED	USP15	9958	mapped	12	62654121	62803501	non_MHC	True	included_primary
F1	EXTENDED	USP9X	8239	mapped	X	40944727	41095832	non_MHC	True	included_primary
F1	EXTENDED	UTRN	7402	mapped	6	144606434	145174170	non_MHC	True	included_primary
F1	EXTENDED	VANGL1	81839	mapped	1	116184574	116240845	non_MHC	True	included_primary
F1	EXTENDED	VCP	7415	mapped	9	35056065	35072739	non_MHC	True	included_primary
F1	EXTENDED	VDAC1	7416	mapped	5	133307566	133341300	non_MHC	True	included_primary
F1	EXTENDED	WDR6	11180	mapped	3	49044637	49053386	non_MHC	True	included_primary
F1	EXTENDED	WWP2	11060	mapped	16	69796187	69975644	non_MHC	True	included_primary
F1	EXTENDED	WWTR1	25937	mapped	3	149235022	149421060	non_MHC	True	included_primary
F1	EXTENDED	XPO1	7514	mapped	2	61705069	61765440	non_MHC	True	included_primary
F1	EXTENDED	YAP1	10413	mapped	11	101981151	102104154	non_MHC	True	included_primary
F1	EXTENDED	YBX1	4904	mapped	1	43148060	43168024	non_MHC	True	included_primary
F1	EXTENDED	YWHAZ	7534	mapped	8	101930804	101965717	non_MHC	True	included_primary
F1	EXTENDED	ZCRB1	85437	mapped	12	42705888	42719932	non_MHC	True	included_primary
F1	EXTENDED	ZFYVE16	9765	mapped	5	79703386	79775498	non_MHC	True	included_primary
F1	EXTENDED	ZFYVE9	9372	mapped	1	52607678	52812358	non_MHC	True	included_primary
F1	EXTENDED	ZMAT5	55954	mapped	22	30126945	30163000	non_MHC	True	included_primary
F1	EXTENDED	ZRSR2	8233	mapped	X	15808574	15841383	non_MHC	True	included_primary
F1	EXTENDED	miR-224	NA	unmapped_to_NCBI37.3_gene_loc	NA	NA	NA	not_mapped	False	unmapped_to_NCBI37.3_gene_loc
F1	EXTENDED	vif	NA	unmapped_to_NCBI37.3_gene_loc	NA	NA	NA	not_mapped	False	unmapped_to_NCBI37.3_gene_loc
F2	CORE	AAAS	8086	mapped	12	53701240	53715412	non_MHC	True	included_primary
F2	CORE	ABCD3	5825	mapped	1	94883933	94984219	non_MHC	True	included_primary
F2	CORE	ABHD17A	81926	mapped	19	1876975	1885518	non_MHC	True	included_primary
F2	CORE	ABHD17B	51104	mapped	9	74477368	74526148	non_MHC	True	included_primary
F2	CORE	ABHD17C	58489	mapped	15	80987635	81047962	non_MHC	True	included_primary
F2	CORE	ABI1	10006	mapped	10	27035525	27150016	non_MHC	True	included_primary
F2	CORE	ABI2	10152	mapped	2	204192597	204296892	non_MHC	True	included_primary
F2	CORE	ABL2	27	mapped	1	179068462	179198819	non_MHC	True	included_primary
F2	CORE	ABR	29	mapped	17	906758	1090616	non_MHC	True	included_primary
F2	CORE	ACBD5	91452	mapped	10	27484143	27531068	non_MHC	True	included_primary
F2	CORE	ACTB	60	mapped	7	5566779	5570232	non_MHC	True	included_primary
F2	CORE	ACTC1	70	mapped	15	35080297	35087927	non_MHC	True	included_primary
F2	CORE	ACTG1	71	mapped	17	79476997	79479892	non_MHC	True	included_primary
F2	CORE	ACTN2	88	mapped	1	236849754	236927931	non_MHC	True	included_primary
F2	CORE	ADAM19	8728	mapped	5	156822071	157002831	non_MHC	True	included_primary
F2	CORE	ADAM33	80332	mapped	20	3648620	3662755	non_MHC	True	included_primary
F2	CORE	ADAT1	23536	mapped	16	75622718	75657221	non_MHC	True	included_primary
F2	CORE	ADAT2	134637	mapped	6	143743969	143771841	non_MHC	True	included_primary
F2	CORE	ADAT3	113179	mapped	19	1905371	1913446	non_MHC	True	included_primary
F2	CORE	ADRM1	11047	mapped	20	60877112	60884206	non_MHC	True	included_primary
F2	CORE	AGO1	26523	mapped	1	36335412	36395211	non_MHC	True	included_primary
F2	CORE	AGO2	27161	mapped	8	141541264	141645646	non_MHC	True	included_primary
F2	CORE	AGO3	192669	mapped	1	36396364	36522360	non_MHC	True	included_primary
F2	CORE	AGO4	192670	mapped	1	36273231	36323491	non_MHC	True	included_primary
F2	CORE	AKAP13	11214	mapped	15	85923818	86292589	non_MHC	True	included_primary
F2	CORE	AKT1	207	mapped	14	105235686	105262080	non_MHC	True	included_primary
F2	CORE	AKT2	208	mapped	19	40736224	40791443	non_MHC	True	included_primary
F2	CORE	AKT3	10000	mapped	1	243651535	244014381	non_MHC	True	included_primary
F2	CORE	ALKBH8	91801	mapped	11	107373453	107436468	non_MHC	True	included_primary
F2	CORE	AMIGO2	347902	mapped	12	47469490	47473734	non_MHC	True	included_primary
F2	CORE	AMOT	154796	mapped	X	112018105	112084136	non_MHC	True	included_primary
F2	CORE	ANGPT1	284	mapped	8	108261710	108510254	non_MHC	True	included_primary
F2	CORE	ANGPTL4	51129	mapped	19	8429011	8439257	non_MHC	True	included_primary
F2	CORE	ANLN	54443	mapped	7	36429415	36493400	non_MHC	True	included_primary
F2	CORE	APBB1IP	54518	mapped	10	26727253	26856732	non_MHC	True	included_primary
F2	CORE	AQR	9716	mapped	15	35148552	35261995	non_MHC	True	included_primary
F2	CORE	ARAF	369	mapped	X	47420499	47431320	non_MHC	True	included_primary
F2	CORE	ARAP1	116985	mapped	11	72396114	72463465	non_MHC	True	included_primary
F2	CORE	ARAP2	116984	mapped	4	36067620	36245979	non_MHC	True	included_primary
F2	CORE	ARAP3	64411	mapped	5	141032968	141061800	non_MHC	True	included_primary
F2	CORE	AREG	374	mapped	4	75310853	75320726	non_MHC	True	included_primary
F2	CORE	ARHGAP1	392	mapped	11	46698625	46722215	non_MHC	True	included_primary
F2	CORE	ARHGAP10	79658	mapped	4	148653214	148993927	non_MHC	True	included_primary
F2	CORE	ARHGAP15	55843	mapped	2	143886899	144525921	non_MHC	True	included_primary
F2	CORE	ARHGAP17	55114	mapped	16	24930710	25026695	non_MHC	True	included_primary
F2	CORE	ARHGAP18	93663	mapped	6	129897290	130031370	non_MHC	True	included_primary
F2	CORE	ARHGAP20	57569	mapped	11	110447759	110583912	non_MHC	True	included_primary
F2	CORE	ARHGAP21	57584	mapped	10	24872538	25012597	non_MHC	True	included_primary
F2	CORE	ARHGAP22	58504	mapped	10	49654068	49864310	non_MHC	True	included_primary
F2	CORE	ARHGAP23	57636	mapped	17	36584720	36668628	non_MHC	True	included_primary
F2	CORE	ARHGAP24	83478	mapped	4	86068860	86923823	non_MHC	True	included_primary
F2	CORE	ARHGAP26	23092	mapped	5	142149881	142608572	non_MHC	True	included_primary
F2	CORE	ARHGAP29	9411	mapped	1	94634463	94713251	non_MHC	True	included_primary
F2	CORE	ARHGAP30	257106	mapped	1	161016731	161039760	non_MHC	True	included_primary
F2	CORE	ARHGAP31	57514	mapped	3	119013220	119138323	non_MHC	True	included_primary
F2	CORE	ARHGAP32	9743	mapped	11	128834955	129062093	non_MHC	True	included_primary
F2	CORE	ARHGAP35	2909	mapped	19	47421824	47508334	non_MHC	True	included_primary
F2	CORE	ARHGAP39	80728	mapped	8	145754563	145838891	non_MHC	True	included_primary
F2	CORE	ARHGAP4	393	mapped	X	153172830	153191777	non_MHC	True	included_primary
F2	CORE	ARHGAP42	143872	mapped	11	100558407	100861656	non_MHC	True	included_primary
F2	CORE	ARHGAP44	9912	mapped	17	12692829	12894960	non_MHC	True	included_primary
F2	CORE	ARHGAP45	NA	unmapped_to_NCBI37.3_gene_loc	NA	NA	NA	not_mapped	False	unmapped_to_NCBI37.3_gene_loc
F2	CORE	ARHGAP5	394	mapped	14	32545664	32628934	non_MHC	True	included_primary
F2	CORE	ARHGAP6	395	mapped	X	11155663	11683821	non_MHC	True	included_primary
F2	CORE	ARHGAP9	64333	mapped	12	57866038	57882756	non_MHC	True	included_primary
F2	CORE	ARHGDIA	396	mapped	17	79825595	79829282	non_MHC	True	included_primary
F2	CORE	ARHGDIB	397	mapped	12	15094949	15114562	non_MHC	True	included_primary
F2	CORE	ARHGEF1	9138	mapped	19	42387240	42411604	non_MHC	True	included_primary
F2	CORE	ARHGEF10	9639	mapped	8	1772149	1906807	non_MHC	True	included_primary
F2	CORE	ARHGEF10L	55160	mapped	1	17846693	18024370	non_MHC	True	included_primary
F2	CORE	ARHGEF11	9826	mapped	1	156904632	157015512	non_MHC	True	included_primary
F2	CORE	ARHGEF12	23365	mapped	11	120207264	120360645	non_MHC	True	included_primary
F2	CORE	ARHGEF15	22899	mapped	17	8213556	8225834	non_MHC	True	included_primary
F2	CORE	ARHGEF17	9828	mapped	11	73019663	73080425	non_MHC	True	included_primary
F2	CORE	ARHGEF18	23370	mapped	19	7420481	7537371	non_MHC	True	included_primary
F2	CORE	ARHGEF19	128272	mapped	1	16524599	16539104	non_MHC	True	included_primary
F2	CORE	ARHGEF25	115557	mapped	12	58003963	58011028	non_MHC	True	included_primary
F2	CORE	ARHGEF28	64283	mapped	5	72921983	73237818	non_MHC	True	included_primary
F2	CORE	ARHGEF4	50649	mapped	2	131594489	131804826	non_MHC	True	included_primary
F2	CORE	ARHGEF40	55701	mapped	14	21538419	21558407	non_MHC	True	included_primary
F2	CORE	ARHGEF5	7984	mapped	7	144052489	144077725	non_MHC	True	included_primary
F2	CORE	ARHGEF7	8874	mapped	13	111767624	111958081	non_MHC	True	included_primary
F2	CORE	ARL2	402	mapped	11	64781585	64789657	non_MHC	True	included_primary
F2	CORE	ARRB1	408	mapped	11	74971166	75062875	non_MHC	True	included_primary
F2	CORE	ARRB2	409	mapped	17	4613789	4624795	non_MHC	True	included_primary
F2	CORE	ARTN	9048	mapped	1	44398992	44402912	non_MHC	True	included_primary
F2	CORE	BAIAP2	10458	mapped	17	79008944	79091232	non_MHC	True	included_primary
F2	CORE	BAIAP2L1	55971	mapped	7	97920962	98030427	non_MHC	True	included_primary
F2	CORE	BAMBI	25805	mapped	10	28966424	28971868	non_MHC	True	included_primary
F2	CORE	BCAR1	9564	mapped	16	75262928	75301951	non_MHC	True	included_primary
F2	CORE	BCL2L1	598	mapped	20	30252261	30311752	non_MHC	True	included_primary
F2	CORE	BCR	613	mapped	22	23522402	23660224	non_MHC	True	included_primary
F2	CORE	BDNF	627	mapped	11	27676440	27743605	non_MHC	True	included_primary
F2	CORE	BHLHE22	27319	mapped	8	65492795	65496191	non_MHC	True	included_primary
F2	CORE	BRAF	673	mapped	7	140415749	140624564	non_MHC	True	included_primary
F2	CORE	BRAP	8315	mapped	12	112079950	112123790	non_MHC	True	included_primary
F2	CORE	BRK1	55845	mapped	3	10157333	10168874	non_MHC	True	included_primary
F2	CORE	BTC	685	mapped	4	75671448	75719882	non_MHC	True	included_primary
F2	CORE	C1QBP	708	mapped	17	5336099	5342471	non_MHC	True	included_primary
F2	CORE	CALM1	801	mapped	14	90863327	90874619	non_MHC	True	included_primary
F2	CORE	CAMK2A	815	mapped	5	149599054	149669403	non_MHC	True	included_primary
F2	CORE	CAMK2B	816	mapped	7	44256749	44365230	non_MHC	True	included_primary
F2	CORE	CAMK2D	817	mapped	4	114372188	114683669	non_MHC	True	included_primary
F2	CORE	CAMK2G	818	mapped	10	75572259	75634349	non_MHC	True	included_primary
F2	CORE	CAV1	857	mapped	7	116164839	116201239	non_MHC	True	included_primary
F2	CORE	CAVIN1	NA	unmapped_to_NCBI37.3_gene_loc	NA	NA	NA	not_mapped	False	unmapped_to_NCBI37.3_gene_loc
F2	CORE	CBL	867	mapped	11	119076986	119178859	non_MHC	True	included_primary
F2	CORE	CCNH	902	mapped	5	86687310	86708850	non_MHC	True	included_primary
F2	CORE	CD19	930	mapped	16	28943082	28950668	non_MHC	True	included_primary
F2	CORE	CD28	940	mapped	2	204571198	204603635	non_MHC	True	included_primary
F2	CORE	CD80	941	mapped	3	119243140	119278481	non_MHC	True	included_primary
F2	CORE	CD86	942	mapped	3	121774209	121839990	non_MHC	True	included_primary
F2	CORE	CDC42	998	mapped	1	22379120	22419439	non_MHC	True	included_primary
F2	CORE	CDC42EP1	11135	mapped	22	37956471	37965412	non_MHC	True	included_primary
F2	CORE	CDC42EP4	23580	mapped	17	71279763	71308314	non_MHC	True	included_primary
F2	CORE	CDH11	1009	mapped	16	64916794	65160015	non_MHC	True	included_primary
F2	CORE	CDH24	64403	mapped	14	23516270	23526747	non_MHC	True	included_primary
F2	CORE	CDH8	1006	mapped	16	61681169	62070939	non_MHC	True	included_primary
F2	CORE	CDK7	1022	mapped	5	68530622	68573257	non_MHC	True	included_primary
F2	CORE	CDKAL1	54901	mapped	6	20534688	21232635	non_MHC	True	included_primary
F2	CORE	CIT	11113	mapped	12	120123595	120315095	non_MHC	True	included_primary
F2	CORE	CNKSR1	10256	mapped	1	26503981	26516375	non_MHC	True	included_primary
